gene,state,n_restarts,BS_min,BS_median,BS_max,BS_restart_fold,BF_min,BF_median,BF_max,BF_restart_fold,best_seed,best_nll_per_cell
9030624J02Rik,2,3,2.6371588319209933,2.7136690774389733,2.800125684709023,1.0617963737395821,1.0422499355793649,1.1639437906125751,1.2572728811545222,1.2063065088659666,303,2.2944939824601214
AI413582,2,3,4.086278197251406,4.09008165220138,4.4032671203524965,1.0775739946718041,1.0094857785860767,1.0894628649813785,1.1132642515017956,1.1028033035404172,303,2.619628560094315
Aasdhppt,2,3,2.8271643252395005,3.481283322469312,3.56315016310614,1.260326515617125,0.7300706341369265,0.7501978759385844,0.8598998305366505,1.177831007479441,303,2.10103764100233
Abcc1,2,3,2.9856551353204193,3.4192059859858945,3.5449577585806784,1.1873299486748108,0.7586803024195135,0.8539842552664231,1.0341703362474717,1.3631174197476734,202,2.2766643768323718
Abhd4,2,3,2.820880693525203,3.2851485279211037,3.960675178065115,1.4040562534800192,1.0784529991227685,1.1538005067144348,1.333266355401898,1.236276737592087,202,2.3984131130470496
Abi3bp,2,3,26.900956807091067,27.931474052756936,29.775627017,1.106861262613201,0.39576348875003925,0.4163647233479852,0.43965230440318,1.1108965756082176,303,3.3601581241774
Acadl,2,3,3.2821519228022575,3.381742807721219,3.5072785162196523,1.0685911556541188,0.6643997518959432,0.683892973941236,0.8027787378610455,1.2082766972296746,303,2.0813373924125007
Acads,2,3,2.9771320432581025,3.3937699618049586,3.5543245729782305,1.1938753543119511,0.6940036248300009,0.7565416645647508,0.7966192223560464,1.1478603192471533,202,1.9941781298201398
Acat1,2,3,3.8535160038027754,3.8820582370741854,4.235668462450351,1.099169812262478,1.100881336209246,1.1146116003489623,1.2415052534619662,1.1277375795441695,303,2.5820900606578974
Acly,2,3,3.2232272784225455,3.330650467269753,3.4828420621596523,1.0805449821906952,0.8076469937815517,0.8715198557695136,0.9367077538552813,1.1597984776361803,303,2.3139664758967897
Aco2,2,3,2.4398178999992517,2.548343864814768,2.6909695956488444,1.1029387052409403,0.8321140367296683,0.9107221820439926,0.9893701765574419,1.188983880677958,303,2.031749242397615
Acot7,2,3,4.504309299053186,5.313149265965066,7.126036039486311,1.5820485598056548,0.5131920282502038,0.6543315174157395,0.6864669581766246,1.337641507248709,303,2.4043710763943302
Actn1,2,3,31.791559245930518,32.822026220316516,34.6159095862098,1.0888396293629674,1.4699022542045979,1.5358413981887489,1.5548604382865379,1.057798526289024,101,4.767574192718176
Actr1b,2,3,2.9180993193972147,3.095705098704361,3.6957475462864813,1.2664913499414077,0.9733669648133392,1.002635776847779,1.0910520195921836,1.120905125233434,202,2.262521744891169
Actr2,2,3,2.490118203931171,3.400343958651638,3.403489660918456,1.366798433723081,1.4620687543869093,1.6858904946942574,1.8637511170611623,1.2747356179174287,202,2.4031939389786348
Adam12,2,3,2.60571651872854,2.808872611531214,3.121223639519962,1.1978369930444175,0.8762560250929402,0.9787897325779219,1.0231649555207267,1.1676552585326927,101,2.1913197399824167
Adam19,2,3,3.6298034626828306,4.169130330948468,4.169401013550589,1.1486575117400255,1.059632990061406,1.1505280129080218,1.2512265958040774,1.1808112880022434,303,2.7142196706377084
Adam9,2,3,4.520895132048003,4.637037950355573,4.841982839030275,1.0710230380497272,1.2940227824640549,1.3417285433411326,1.3535821374740578,1.0460265119108576,101,2.9205310484289106
Add1,2,3,2.550628066319785,2.6309503439097224,3.2428142227465875,1.2713787108229915,1.2135868549907904,1.2323960638499825,1.2644489288253398,1.0419105345656825,303,2.2182280069598805
Adh5,2,3,3.651061834477887,3.6819880466099413,4.481127727934177,1.2273491743190352,1.1135153343243445,1.1686665673832504,1.170780420488435,1.0514272991119944,303,2.5181349199913443
Adipor1,2,3,3.6042471663639097,3.9022598304016216,4.299528300907551,1.1929060639992304,1.5110971702131408,1.5186589266206112,1.6198881808431442,1.0719947153462397,303,2.7760610008549236
Adipor2,2,3,3.2090918673459474,3.5017692784482173,3.7208210584344488,1.1594623065470926,0.6567415715928815,0.6838132765541611,0.7529015538631822,1.1464198193470094,303,2.1696842578159794
Adra1d,2,3,3.7302726345355643,3.971692002549693,4.259916032677722,1.1419851710672888,0.5756550013457812,0.637611420011271,0.6696928200237813,1.1633579460929828,202,2.0248208729903276
Adss,2,3,2.195992906036778,2.3168245717660754,2.868064968828613,1.306044733088304,1.0384031713188442,1.122893615320635,1.187849570969247,1.143919436860536,303,2.0642408278394764
Aebp1,2,3,31.314419625698623,31.697639706793613,31.765270114329564,1.0143975361517141,1.2226633165794778,1.2793995059661019,1.3207177355792639,1.0801973999466206,202,4.524660686485161
Aebp2,2,3,2.8663942780218385,3.1914474138967424,3.429053533216436,1.1962951361956042,0.7344445817554169,0.7810821899446333,0.8769345933796296,1.194010569570332,101,2.1867547544044506
Afg3l2,2,3,2.9625985914124238,3.10657602163145,3.611956366386237,1.2191852034413582,0.8023288126184077,0.8628004217126257,0.8972235973572666,1.1182741829115783,303,2.2559491081660106
Ahcyl1,3,3,5.363151165756229,5.732552090697348,6.0535230623722756,1.1287250490018028,1.0712560527627577,1.1368817812421448,1.1565376991898229,1.0796090217713354,202,2.6001308807355166
Ahnak,2,3,17.76535492892933,20.21748151432756,20.991405987739068,1.1815922660546678,1.7660837929808664,1.8220011390431217,1.8937758973860332,1.0723024042871958,101,4.310812886144314
Aimp1,2,3,2.6126570341246325,2.692841130587868,2.706650249061935,1.0359761016121256,0.9631414233393873,1.0149457473859418,1.1277332706412495,1.1708906327911763,303,2.056385544388075
Ak2,2,3,6.282116635162336,7.5126942175205835,7.60846992297926,1.211131592239635,1.0578042062376378,1.2581350493016534,1.2613363670222544,1.192410050540953,303,3.063431998936306
Akap12,2,3,7.53466868730434,8.084489871226872,8.631065792059792,1.145513645026336,0.9994729571628607,1.0073423064787337,1.0436149367880718,1.0441652566073565,101,3.0786333781006308
Akirin1,3,3,2.9471892988561588,3.074529301660772,3.235982712991502,1.0979894349668777,1.1083810831282257,1.1284275381957782,1.1924290422991906,1.0758294781915199,202,2.3033183820835355
Akt1,2,3,4.0169897671548025,5.988148140762398,6.5093211948100365,1.6204475420958142,0.9698657779684875,1.1720823177462725,1.4310460090736894,1.4755093349836563,303,2.988970963614437
Aldh2,2,3,3.1650088287965072,3.2448510033154934,3.5075996802176834,1.1082432530058521,0.9213914979512438,0.9553619959384843,1.1441956487906535,1.2418126836798744,303,2.3128475260942456
Alg5,2,3,2.83419631817619,3.147969515193932,3.197461122293576,1.128172068317112,1.1216111916598266,1.1439277672509196,1.197470248580116,1.0676340049781678,101,2.436234096962008
Amfr,2,3,2.447513175807646,3.2269817751478365,3.4207581101859907,1.3976464535506279,0.8585166703353527,0.8765237132304771,1.009421753123011,1.1757742021814346,101,2.1951218078208337
Anapc16,2,3,3.414311305054253,3.4556281371521855,3.699111613665338,1.0834136911269605,1.3524692298537773,1.3788703871691965,1.4196661699309836,1.0496846350319344,101,2.6092311747829755
Anapc4,2,3,2.395944881803225,3.1725079869434345,3.5486903972603754,1.4811235534723888,0.7316164518921234,0.8301937466578785,0.857610379583357,1.172213087014904,202,1.9843527554112392
Anp32b,2,3,2.2095872559719325,2.257211322058975,2.3422593744518534,1.0600438467054618,1.05966911668197,1.0717498407259447,1.1737407457681077,1.1076483472910092,101,2.039611043476597
Anxa1,2,3,33.435050300262105,35.966744176344974,37.48126853486572,1.121017261773699,1.493602335314653,1.5775489571755026,1.587310819257567,1.0627399152554033,202,4.903654339226393
Anxa2,2,3,32.27976981807491,35.721928960799524,41.57681622359772,1.2880146437821551,1.1525391332211565,1.4073125187408275,1.4703121172020193,1.2757155699284064,101,4.737345110795345
Anxa3,2,3,12.729332992714669,15.242763939351741,16.061160758271594,1.2617440966831348,1.8583675279264409,1.9000808101303035,1.962327116371161,1.055941350073372,101,4.160792793978924
Anxa4,2,3,3.6628564421015555,3.717469011142392,4.152029327196581,1.1335495651624183,0.9358206883818054,1.0088315680466968,1.119208425729664,1.1959646111959412,101,2.4863498616306194
Anxa5,2,3,12.500951469723846,14.689498093525486,15.807468905435774,1.264501261661563,1.6280649786504142,1.7289995033411114,1.7427223893381092,1.070425574034975,101,3.9797571035209183
Ap2b1,2,3,3.2881279680700497,3.6788931554319686,3.7305469675263327,1.1345504201030103,1.279136895873672,1.3848469015136184,1.4031091390698485,1.0969186672639142,303,2.636017350640389
Ap2s1,2,3,4.339300741365366,4.345599364117879,4.979656291122474,1.1475711382833584,1.4302192959760882,1.7128965617157397,1.728422265341665,1.2085015704966144,202,2.9656007449715283
App,2,3,7.584451977179449,8.127757448575805,9.273496309457963,1.2226982697445525,1.3706756796436934,1.405678668302944,1.540394592795556,1.1238213500628982,101,3.4767754159478463
Aprt,2,3,5.734620183941536,6.005660440818032,6.031716961307275,1.051807577108191,1.7519027300882815,1.8495988077874648,2.0845942865058134,1.189902984168971,101,3.342138274416513
Arcn1,2,3,2.7676630339066013,2.9437045100421573,3.2230714964448066,1.1645462099103117,1.0855515569155973,1.250353895097111,1.259248032938213,1.1600075785586301,101,2.4652778339447723
Arf4,2,3,6.405232783032454,7.341792855089756,7.7121731930489945,1.2040426092676355,1.7405468955646282,1.7489249254503005,2.1346254645572738,1.2264107735315042,101,3.382669382863051
Arf6,2,3,2.983928835241256,3.0406834804117997,3.297673350967409,1.105144771557793,0.9985782010906702,1.1334447297793817,1.1614288053343127,1.1630824747283421,303,2.3834054606505073
Arfgap1,2,3,2.7998194171741426,2.9317857904967086,3.435399696523613,1.2270075975081856,0.7560152367871247,0.7570176711970267,0.7900051739873546,1.0449593282599416,202,1.992459724897663
Arfip1,2,3,2.1722494302869126,2.3052528757801953,2.6104589421760966,1.2017307523617602,0.88974334067985,0.9903356275207409,1.0836029889830674,1.2178826628307102,303,1.9606999810588863
