gene,state,seed,BS,BF,Pon,nll,nll_per_cell,n_cells,mmax,boundary_mass,train_best_mean_nll,kon,koff,ksyn,k01,k10,k12,k21,analysis_role,log10_BS,log10_BF
4833439L19Rik,2,101,2.482177374948679,0.9853528343544528,0.0794794621524347,847.4417571130625,2.051917087440829,413,70,-1.3344992215152304e-18,2.7720772594232392,1.0704300380505185,12.397578036759114,30.77298770700413,,,,,stable_K2,0.39483281270219867,-0.006408229832405421
9030624J02Rik,2,303,2.800125684709023,1.1639437906125751,0.0816319790973119,929.2700628963491,2.2944939824601214,405,70,3.2407663395881963e-18,2.777697630751873,1.2674045307767838,14.258429153421105,39.92539369609836,,,,,stable_K2,0.4471775252531314,0.06593200779134317
AI413582,2,303,4.4032671203524965,1.009485778586077,0.0829483959395997,1076.6673381987634,2.619628560094315,411,73,4.738675768516124e-13,2.777697630751873,1.1007949543039983,12.17004581162908,53.58796257552993,,,,,stable_K2,0.6437750323539688,0.004100205077482254
Aasdhppt,2,303,3.56315016310614,0.7300706341369265,0.067553436936473,817.3036423499065,2.10103764100233,389,70,6.511319892439319e-17,2.777697630751873,0.7829624378026554,10.80730555313539,38.50805254439226,,,,,stable_K2,0.5518341253636939,-0.13663511997282465
Abcc1,2,202,3.4192059859858945,0.8539842552664231,0.0725104845371654,903.8357576024516,2.276664376832372,397,72,3.694915911127822e-17,2.772897381189308,0.9207481497408292,11.77738999701086,40.26932237706993,,,,,stable_K2,0.5339252651377198,-0.06855013623598925
Abhd4,2,202,2.820880693525203,1.1538005067144348,0.0903866560905234,990.5446156884316,2.3984131130470496,413,73,3.84719469366552e-18,2.772897381189308,1.2684516057729025,12.765164202544325,36.00900524863632,,,,,stable_K2,0.45038471847037537,0.06213072535122265
Abi3bp,2,303,27.931474052756936,0.43965230440318,0.0664910750578789,1374.304672788557,3.3601581241774,409,168,3.295372696880345e-07,2.777697630751873,0.4709674355073135,6.612200269291373,184.6885002533444,,,,,stable_K2,1.4460938557184009,-0.3568906461793454
Acadl,2,303,3.381742807721219,0.8027787378610455,0.0731965013189251,849.1856561043003,2.0813373924125007,408,70,6.3093903766443085e-18,2.777697630751873,0.8661800899580894,10.967446850543462,37.089084505890085,,,,,stable_K2,0.529140575043267,-0.09540413861592363
Acads,2,202,2.9771320432581025,0.7565416645647508,0.0783249286789463,823.5955676157178,1.99417812982014,413,70,-3.8777323132313714e-18,2.772897381189308,0.8208333805539362,9.659015045718244,28.756163198919914,,,,,stable_K2,0.4737980971212414,-0.12116714934298349
Acat1,2,303,3.8820582370741854,1.100881336209246,0.0846204218282654,1050.9106546877642,2.5820900606578974,407,94,-1.0237775383688912e-17,2.777697630751873,1.2026500945192695,13.009641318539527,50.50418524201704,,,,,stable_K2,0.5890620462121198,0.04174050897456564
Acly,2,303,3.4828420621596523,0.8715198557695136,0.0754454151498941,893.1910596961609,2.3139664758967897,386,77,-1.4094346774160698e-17,2.777697630751873,0.9426375360096336,11.551660946367486,40.23261063181565,,,,,stable_K2,0.5419337807781481,-0.05972271394365924
Aco2,2,303,2.548343864814768,0.989370176557442,0.0717638797644972,820.8266939286364,2.031749242397615,404,70,-6.315019442641243e-19,2.777697630751873,1.0658604583351363,13.786464441501664,35.13265207698772,,,,,stable_K2,0.40625802983109205,-0.0046411850894304595
Acot7,2,303,7.126036039486311,0.5131920282502038,0.0576496083519911,985.7921413216754,2.4043710763943302,410,91,1.1027406013114065e-13,2.777697630751873,0.5445872711452044,8.901916993378476,63.435381315330645,,,,,stable_K2,0.852848014438019,-0.28972009842695495
Actn1,2,101,32.82202622031652,1.554860438286538,0.1529558025824114,1969.0081415926068,4.767574192718176,413,433,5.5665095878830464e-18,2.7720772594232392,1.8356308242555608,10.165423030935948,333.64978126198906,,,,,stable_K2,1.5161653880863613,0.19169141355441477
Actr1b,2,202,2.9180993193972147,0.9733669648133392,0.0852808558718583,920.846350170706,2.262521744891169,407,70,-6.789956154935326e-18,2.772897381189308,1.0641156589557303,11.413663182225855,33.30620276388232,,,,,stable_K2,0.4651000693024991,-0.011723397400848858
Actr2,2,202,2.490118203931171,1.8637511170611625,0.0945869280550732,992.519096798176,2.4031939389786348,413,70,3.114919612165961e-16,2.772897381189308,2.058453953020161,19.70410875354777,49.06555989944884,,,,,stable_K2,0.39621996319879027,0.270387916760637
Adam12,2,101,3.121223639519962,0.8762560250929402,0.0728719576332753,861.1886578130898,2.1913197399824167,393,71,1.1094289057459173e-17,2.7720772594232392,0.9451294589861384,12.024598399052987,37.53146077885808,,,,,stable_K2,0.4943248875149944,-0.057368982827714785
Adam19,2,303,4.169401013550589,1.2512265958040774,0.0907571698354854,1115.5442846320982,2.7142196706377084,411,85,6.453713163525808e-16,2.777697630751873,1.376119287712927,13.78653166545588,57.48157909929903,,,,,stable_K2,0.620073667636888,0.09733596708421523
Adam9,2,101,4.841982839030275,1.3535821374740578,0.0943433430851469,1206.17932300114,2.92053104842891,413,86,3.5806189682183363e-13,2.7720772594232392,1.494586416540101,14.347404842887745,69.46988803388233,,,,,stable_K2,0.6850232458806701,0.13148461457228589
Add1,2,303,2.550628066319785,1.2323960638499825,0.0814589915728599,889.5094307909121,2.2182280069598805,401,76,-1.5457077078078998e-17,2.777697630751873,1.3416886699051909,15.12903658704984,38.58854533530821,,,,,stable_K2,0.4066471342187769,0.09075030255389162
Adh5,2,303,3.651061834477887,1.170780420488435,0.0824352788520849,1039.9897219564252,2.5181349199913443,413,70,1.3802793423564858e-13,2.777697630751873,1.2759649466729013,14.202419604708162,51.85391217599049,,,,,stable_K2,0.5624191882346175,0.06847545091162383
Adipor1,2,303,3.9022598304016216,1.5186589266206112,0.1061016679364127,1146.5131933530834,2.776061000854924,413,74,3.134434085429613e-13,2.777697630751873,1.6989168366773302,14.31324272424022,55.85399212559088,,,,,stable_K2,0.5913161833447043,0.1814602472537803
Adipor2,2,303,3.7208210584344488,0.6567415715928815,0.061059945064518,848.3465448060479,2.1696842578159794,391,97,-1.1933905711894489e-17,2.777697630751873,0.6994499469276647,10.755685595506929,40.01998146166225,,,,,stable_K2,0.5706387844522879,-0.18260549209985322
Adra1d,2,202,3.730272634535564,0.6696928200237813,0.0767692216283004,791.7049613392181,2.024820872990328,391,70,8.033908819576125e-18,2.772897381189308,0.7253796512340255,8.723454606147836,32.54086399592649,,,,,stable_K2,0.5717405742610683,-0.17412435723937317
Adss,2,303,2.195992906036778,1.122893615320635,0.0720121337243122,838.0817761028275,2.0642408278394764,406,70,-1.961984006241956e-19,2.777697630751873,1.210030492992507,15.593116843606758,34.24237397156303,,,,,stable_K2,0.3416309328299403,0.05033861247893252
Aebp1,2,202,31.765270114329564,1.2226633165794778,0.1376198692492055,1868.684863518372,4.524660686485161,413,355,1.0271490760730224e-17,2.772897381189308,1.417777698003105,8.884351680101135,282.21383090911024,,,,,stable_K2,1.5019525526876207,0.08730688231672895
Aebp2,2,101,3.1914474138967424,0.7810821899446333,0.0617336737286393,885.6356755338026,2.1867547544044506,405,72,6.062603289027662e-18,2.7720772594232392,0.8324738595795377,12.652449510424583,40.37962726950365,,,,,stable_K2,0.503987692869656,-0.10730326476372525
Afg3l2,2,303,3.611956366386237,0.8972235973572666,0.0715893817389134,918.1712870235664,2.2559491081660106,407,72,9.409695543277409e-16,2.777697630751873,0.9664081600421232,12.53291445691544,45.26834016202983,,,,,stable_K2,0.5577424952538319,-0.04709931281167217
Ahnak,2,101,17.76535492892933,1.8937758973860328,0.1227688639049597,1780.3657219776014,4.310812886144314,413,285,8.862827813510202e-15,2.7720772594232392,2.1588106252316823,15.425538993763766,274.0401751942527,,,,,stable_K2,1.249573888556879,0.2773285848641742
Aimp1,2,303,2.6126570341246325,0.9631414233393872,0.0794654843829858,820.497832210842,2.056385544388075,399,70,2.4217397337184693e-18,2.777697630751873,1.046284964875885,12.120248568516908,31.666052677874703,,,,,stable_K2,0.41708240323555074,-0.01630993835166952
Ak2,2,303,7.60846992297926,1.0578042062376378,0.0861781458597895,1265.1974155606945,3.063431998936306,413,100,7.547866467090606e-11,2.777697630751873,1.1575606355276942,12.27462247747437,93.39109593578893,,,,,stable_K2,0.8812973281478405,0.024405289608815297
Akap12,2,101,7.53466868730434,0.9994729571628608,0.0632148205189574,1265.3183183993592,3.0786333781006308,411,134,7.285268929248008e-15,2.7720772594232392,1.0669179861668452,15.810737876937102,119.12867160453467,,,,,stable_K2,0.8770641603747446,-0.00022895213498874199
Akt1,2,303,6.5093211948100365,0.9698657779684876,0.074941548884642,1189.610443518546,2.988970963614437,398,108,1.280003801261736e-14,2.777697630751873,1.0484372925830845,12.941629742152877,84.24122477597966,,,,,stable_K2,0.8135357018218026,-0.013288364621410918
Aldh2,2,303,3.2448510033154934,0.9213914979512438,0.0739436402975201,927.4518579637923,2.3128475260942456,401,72,1.8877486266368202e-17,2.777697630751873,0.9949626589112408,12.460726767629062,40.433201753981386,,,,,stable_K2,0.5111947597115752,-0.035555799474152314
Alg5,2,101,3.197461122293576,1.197470248580116,0.0765841489755865,979.3661069787272,2.436234096962008,402,70,7.914978938512151e-15,2.7720772594232392,1.2967832935201122,15.636006466061856,49.99552278316375,,,,,stable_K2,0.5048052726265269,0.0782647320757498
Amfr,2,101,3.2269817751478365,0.8765237132304771,0.0789711976671187,897.804819398721,2.1951218078208337,409,70,1.0458946144370077e-18,2.7720772594232392,0.9516789388239794,11.099283525181171,35.81718565295828,,,,,stable_K2,0.5087965126691425,-0.05723633012827376
Anapc16,2,101,3.414311305054253,1.4196661699309836,0.0977711081279008,1077.6124751853688,2.6092311747829755,413,70,4.2328071796115234e-14,2.7720772594232392,1.5735099847946754,14.520303565280496,49.576836615756775,,,,,stable_K2,0.5333031160474957,0.1521862333961593
Anapc4,2,202,2.395944881803225,0.8301937466578785,0.0776784713676318,775.8819273657946,1.9843527554112392,391,70,9.146140098097153e-19,2.772897381189308,0.900113161067488,10.687565448202362,25.60681773455744,,,,,stable_K2,0.3794768229810265,-0.08082054222009272
Anp32b,2,101,2.2095872559719325,1.0717498407259447,0.0782080761830763,801.5671400863026,2.039611043476597,393,70,-8.75294749220661e-18,2.7720772594232392,1.16268087518936,13.703825653722747,30.279798522527017,,,,,stable_K2,0.3443111564024472,0.030093427641640684
Anxa1,2,202,35.966744176344974,1.587310819257567,0.1806363522763581,2025.2092421005004,4.903654339226393,413,487,-1.389186429379659e-17,2.772897381189308,1.9372482824536303,8.787327684900973,316.051566836547,,,,,stable_K2,1.5559011258851012,0.20066197645322245
Anxa2,2,101,35.721928960799524,1.4073125187408275,0.1517920504289607,1947.0488405368867,4.737345110795345,411,437,3.340072173355997e-18,2.7720772594232392,1.659159784404923,9.27131898385848,331.18939811430465,,,,,stable_K2,1.5529349024676848,0.14839055094819656
Anxa3,2,101,12.729332992714667,1.962327116371161,0.10749875392557,1718.4074239132958,4.160792793978924,413,240,1.0779082990736262e-15,2.7720772594232392,2.198682774956612,18.25441732775653,232.3665567529936,,,,,stable_K2,1.1048056475521064,0.29277140518118877
Anxa4,2,101,4.152029327196581,1.0088315680466968,0.0765566758870346,1004.4853440987704,2.4863498616306194,404,82,7.139104574999696e-16,2.7720772594232392,1.09246722749959,13.177578001627277,54.71369032417696,,,,,stable_K2,0.6182604124210043,0.0038186635868142555
Anxa5,2,101,12.500951469723846,1.7289995033411114,0.0950017179212191,1643.6396837541392,3.9797571035209183,413,209,8.841639083944513e-13,2.7720772594232392,1.9105003153924225,18.199665660518857,227.51313718734585,,,,,stable_K2,1.0969430691940552,0.23779486852190077
Ap2b1,2,303,3.6788931554319686,1.3848469015136184,0.0950826645757306,1083.4031311131998,2.636017350640389,411,78,2.4418727710819557e-15,2.777697630751873,1.5303573567461106,14.564662314555012,53.58183650019437,,,,,stable_K2,0.5657171749797739,0.14140176365100818
Ap2s1,2,202,4.345599364117879,1.7128965617157397,0.0938852611182756,1218.861906183298,2.9656007449715283,411,82,8.785493311418437e-12,2.772897381189308,1.890374903105207,18.244573656325585,79.28360767953026,,,,,stable_K2,0.6380496847150248,0.23373113761090553
App,2,101,9.273496309457965,1.3706756796436934,0.0867238463819938,1435.9082467864605,3.4767754159478463,413,134,8.428448269620537e-11,2.7720772594232392,1.5008337557196338,15.805060970269436,146.56817457855172,,,,,stable_K2,0.9672435034679595,0.13693470701170976
Aprt,2,101,6.031716961307275,2.0845942865058134,0.1090612047790591,1380.3031073340198,3.342138274416513,413,108,2.8874647938508435e-11,2.7720772594232392,2.339772718044972,19.11398549767421,115.2901505245028,,,,,stable_K2,0.7804409540443378,0.31902154310977804
Arcn1,2,101,3.2230714964448066,1.259248032938213,0.0896379428779673,988.5764114118538,2.4652778339447723,401,70,1.851457892456616e-15,2.7720772594232392,1.3832387049600123,14.04815854210919,45.27821937460976,,,,,stable_K2,0.5082699394456452,0.10011128112216741
Arf4,2,101,6.405232783032454,2.1346254645572738,0.1102064472744414,1397.04245512244,3.382669382863051,413,116,1.6492416930754713e-11,2.7720772594232392,2.399012060739961,19.36933380350721,124.06509186372308,,,,,stable_K2,0.806534917773039,0.32932168594416306
Arf6,2,303,3.0406834804118,1.1334447297793817,0.0815319441243857,912.8442914291444,2.3834054606505077,383,72,2.3662157947204737e-17,2.777697630751873,1.2340600443624807,13.901848434402469,42.27112088167623,,,,,stable_K2,0.4829712146640586,0.05440034745586502
Arfgap1,2,202,2.9317857904967086,0.7560152367871247,0.0787155022502834,785.0291316096792,1.992459724897663,394,70,1.086570033374698e-17,2.772897381189308,0.8206099621058748,9.604400850842598,28.158045940734823,,,,,stable_K2,0.4671322356130999,-0.12146945160740798
