gene,n_finite_cells,n_nonzero_cells,mean_count_qc,variance_count,fano,zero_fraction_qc,max_count,target_cells_qc,eligible,dispersion_score,dispersion_stratum,gene_seed,status,n_available_cells,target_cells,n_successful_resamples,mean_count,zero_fraction,median_heldout_gain,median_aux_delta_BIC,point_null_threshold,point_detection_power,bootstrap_probability_K3,bootstrap_probability_K2,bootstrap_probability_ambiguous,stable_state_call,initial_state_call,final_analysis_role,stable_state_call_70_30_split_matched,bootstrap_probability_K3_70_30_split_matched,bootstrap_probability_K2_70_30_split_matched,point_detection_power_70_30_split_matched,median_heldout_gain_70_30
Atp5c1,413,408,19.181598062953995,207.57234902004464,10.82143147504146,0.0121065375302663,97.0,200,True,2.4820206483549376,higher_dispersion,1732711814,ok,413,200,30,19.181598062953995,0.0121065375302663,0.0001504634956955,-10.16825278457918,0.0077637745532084,0.0666666666666666,0.0,0.961,0.039,K2,K2,stable_K2,,,,,
Atp5e,413,407,15.559322033898304,75.53945910452661,4.854932556826874,0.0145278450363196,57.0,200,True,1.78181232311733,lower_dispersion,532189070,ok,413,200,30,15.559322033898304,0.0145278450363196,0.0058027997999104,-4.539278332789763,0.0077637745532084,0.4666666666666667,0.0006666666666666,0.0036666666666666,0.9956666666666666,ambiguous,ambiguous,ambiguous,,,,,
Atp5f1,413,400,13.895883777239709,117.90441404944625,8.48484457264703,0.0314769975786924,74.0,200,True,2.2811722141837563,higher_dispersion,1541625974,ok,413,200,30,13.895883777239709,0.0314769975786924,0.0007324248145234,-8.570919422695624,0.0077637745532084,0.2333333333333333,0.0,0.3863333333333333,0.6136666666666667,ambiguous,ambiguous,ambiguous,,,,,
Atp5g3,413,403,12.617433414043584,86.73015612450095,6.8738350564995,0.0242130750605326,80.0,200,True,2.087758319496209,middle,1257989061,ok,413,200,30,12.617433414043584,0.0242130750605326,0.000114951256782,-8.910972336928694,0.0077637745532084,0.2666666666666666,0.0,0.345,0.655,ambiguous,ambiguous,ambiguous,,,,,
Atp5j2,413,412,14.602905569007264,88.17645644870993,6.038281630462145,0.0024213075060532,55.0,200,True,1.9537853612999443,middle,935583816,ok,413,200,30,14.602905569007264,0.0024213075060532,-1.3901272579630584e-05,-10.155703956356431,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atp5o,413,409,10.56900726392252,52.06121862706589,4.925838096902225,0.009685230024213,55.0,200,True,1.7890073579961272,lower_dispersion,1571813593,ok,413,200,30,10.56900726392252,0.009685230024213,-7.414524674231871e-08,-10.150347631042225,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atp6v0a2,371,230,2.183288409703504,7.3626317739627005,3.372267145852052,0.3800539083557951,15.0,200,True,1.8553355806121208,middle,1655015416,ok,371,200,30,2.183288409703504,0.3800539083557951,-4.0756659203111664e-08,-10.026612100364105,0.0077637745532084,0.0333333333333333,0.0,0.985,0.015,K2,K2,stable_K2,,,,,
Atp6v0b,409,389,6.69682151589242,32.279720948583524,4.8201554830122895,0.0488997555012225,39.0,200,True,1.8102267321819296,lower_dispersion,2136695463,ok,409,200,30,6.69682151589242,0.0488997555012225,-3.6808017433997974e-08,-10.150347632929195,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atp6v0d1,413,354,2.946731234866828,8.132755659000171,2.7599244758973467,0.1428571428571428,16.0,200,True,1.4672560138597015,lower_dispersion,323676691,ok,413,200,30,2.946731234866828,0.1428571428571428,1.0203136113773326e-08,-10.15034763176078,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
Atp6v0e,413,413,22.174334140435835,192.8800192297545,8.698345483936299,0.0,119.0,200,True,2.271955302294487,higher_dispersion,1167699308,ok,413,200,30,22.174334140435835,0.0,-0.0001825042634788,-10.236790939142224,0.0077637745532084,0.0,0.0,1.0,0.0,K2,K2,stable_K2,,,,,
