gene,state,seed,BS,BF,Pon,nll,nll_per_cell,n_cells,mmax,boundary_mass,train_best_mean_nll,kon,koff,ksyn,k01,k10,k12,k21,analysis_role
Capza2,2,101,2.667191366260176,1.36498151594974,0.09463165253734389,925.0539931943847,2.250739642808722,411,70,-1.332179911545483e-18,2.7720772594232392,1.5076532328252639,14.424153857094339,38.47197863325044,,,,,stable_K2
Cast,2,303,3.1062126575792064,0.8436257085207838,0.06519985372448016,827.2957365807291,2.160041087678144,383,75,7.29923168119385e-18,2.777697630751873,0.9024663848010743,12.939073637891203,40.19151431136709,,,,,stable_K2
Cat,2,101,3.5360723383074744,0.9314229797375604,0.09000474636804624,920.078115527987,2.2495797445672054,409,70,3.840073500644249e-17,2.7720772594232392,1.023547074580977,10.348598460894468,36.59339275782023,,,,,stable_K2
Cav1,2,303,9.334833658052451,1.4763723475078605,0.12173436453749995,1508.1925924738882,3.651798044730964,413,151,3.106799864965316e-16,2.777697630751873,1.681008897416775,12.127819068321237,113.2111736377354,,,,,stable_K2
Cbfb,2,303,2.9152277291723645,1.0228478718011644,0.07561590829722498,871.3461042886363,2.275055102581296,383,70,2.248224314589899e-18,2.777697630751873,1.106518254675946,13.526887328796416,39.433957030297606,,,,,stable_K2
Cbx5,2,303,4.939065124932379,0.7535643221279225,0.06340795011146759,974.4410502876701,2.4985667956094106,390,73,5.417861615493978e-12,2.777697630751873,0.804581164464942,11.88438233381144,58.697738316290554,,,,,stable_K2
Ccdc109b,2,303,5.970907755800939,0.5146702428387753,0.05535269136497687,931.3341612129178,2.277100638662391,409,85,1.0771316957008599e-14,2.777697630751873,0.5448279353936369,9.298016594084185,55.51759939518309,,,,,stable_K2
Ccdc50,2,101,1.9913830458521093,1.2783139747325765,0.09772830861577697,818.9432976190017,1.9829135535569047,413,70,2.1599550933856506e-18,2.7720772594232392,1.4167727824547471,13.080283418782193,26.047854635103324,,,,,stable_K2
Ccdc55,2,303,3.502371116081261,0.7738160916719673,0.0713174059044794,879.635838399072,2.188148851738985,402,70,4.198078684190205e-17,2.777697630751873,0.8332406535794034,10.850311811795224,38.00181869010693,,,,,stable_K2
Ccdc80,2,101,14.516249885479619,1.35935015207079,0.08505699753120562,1627.0824059041615,3.9396668423829575,413,207,1.754312947551402e-11,2.7720772594232392,1.4857211306090654,15.981638095937647,231.99345217993158,,,,,stable_K2
Ccl2,2,101,58.94487450178668,0.6312247580393142,0.10927931988729747,1958.8649189602402,4.743014331622858,413,574,-1.0032424191298154e-17,2.7720772594232392,0.7086674556152055,5.776250791918474,340.4803780204804,,,,,stable_K2
Ccl8,2,101,44.54498475840445,0.2716301116676921,0.06384344103894002,1170.6929256400128,2.8484012789294715,411,250,2.5951490233854094e-13,2.7720772594232392,0.2901545783849928,4.25462831024438,189.522353232512,,,,,stable_K2
Ccm2,2,303,1.7772570818936053,1.264447841110597,0.07997587820384824,790.1794058986524,1.9225776299237283,411,70,-3.9121826291917435e-18,2.777697630751873,1.3743637923775642,15.810365193961132,28.09908350829159,,,,,stable_K2
Ccnd1,2,303,10.138773321699661,0.516938089882564,0.054356530632350485,1065.8357935414424,2.5807162071221366,413,90,2.7071304722669494e-08,2.777697630751873,0.5466522073358575,9.510137675617333,96.42113015123984,,,,,stable_K2
Ccnd3,2,101,2.9489845528452454,1.13908676617857,0.08425931676163413,925.9842727194039,2.2751456332172086,407,70,3.215456934633e-17,2.7720772594232392,1.2438966478483597,13.518822724387807,39.86679938687292,,,,,stable_K2
Ccne1,2,202,14.271048557000416,0.47729576620538267,0.06526054131454852,1188.9234166112565,2.950182175214036,403,122,2.1682501639407614e-10,2.772897381189308,0.5106190412423759,7.313696095545246,104.37411211067055,,,,,stable_K2
Ccng1,2,101,9.548426882403426,1.660041350184043,0.09377779418089396,1533.0057748857103,3.7118783895537777,413,179,4.3951439539382555e-15,2.7720772594232392,1.831825946798096,17.701859642613083,169.02491248005907,,,,,stable_K2
Cct6a,2,202,4.574463824465663,1.573134093967102,0.09333871708852226,1236.4153636173176,2.9937418005261924,413,78,6.8026688037804e-11,2.772897381189308,1.7350846712186072,16.854035956752487,77.09817778040777,,,,,stable_K2
Cd164,2,202,4.3484414465114325,1.9661255417703611,0.09999435120516245,1241.1787367739207,3.0052753917044086,413,92,3.81625595702456e-13,2.772897381189308,2.184570223979286,19.662366104425058,85.50064770496346,,,,,stable_K2
Cd44,2,303,19.185014327709524,1.209576406601717,0.12586056539750923,1661.5468887899845,4.023115953486645,413,238,1.7924700760102431e-16,2.777697630751873,1.38373394303137,9.610447901465207,184.37658068531593,,,,,stable_K2
Cd81,2,101,19.84749501557669,2.0928298724504666,0.1483194116498102,1804.3861089324305,4.368973629376345,413,303,5.484295246020834e-15,2.7720772594232392,2.4572943202856554,14.110289740035824,280.05390528370395,,,,,stable_K2
Cdc16,2,101,3.4112839040045673,1.7981134625088635,0.10484622030038211,1110.4810363106117,2.6888160685486966,413,81,1.311760649168649e-15,2.7720772594232392,2.0087201811427833,17.150007481026098,58.50354447358224,,,,,stable_K2
Cdc42,2,101,6.571260307132241,2.0929594889570793,0.10820589398999553,1441.0808851282252,3.48929996399086,413,133,5.969408264007331e-14,2.7720772594232392,2.3469088602987465,19.342379715014317,127.10381206675342,,,,,stable_K2
Cdc42bpa,2,303,3.3475140208872176,0.7992105485072223,0.062450852614167086,854.8539301447165,2.1371348253617914,400,74,1.806875863353994e-17,2.777697630751873,0.852446563186218,12.7974321414776,42.839583524949,,,,,stable_K2
Cdipt,2,101,3.0771365826792714,1.2981973968057456,0.0837925347057563,1027.1268840426003,2.4869900340014537,413,70,2.300678048174487e-15,2.7720772594232392,1.4169251463027803,15.49299590189582,47.67406446502366,,,,,stable_K2
Cdk1,2,303,18.657860296209176,0.3143804849850518,0.051812903316868726,979.5748099633539,2.4068177148976755,407,127,3.1456746342969747e-09,2.777697630751873,0.33155954777785024,6.067609897527184,113.20861779995828,,,,,stable_K2
Cdk5rap3,2,101,4.305950567539362,0.5979272699112403,0.067545209656788,820.2301538110744,2.1415930908905336,383,70,5.887579447033995e-16,2.7720772594232392,0.6412399572650157,8.85225277927835,38.11736287893551,,,,,stable_K2
Cdk7,2,303,4.531999415746483,1.0934940375825994,0.08570037208799154,1066.412963550325,2.6201792716224204,407,89,1.3787030778524686e-16,2.777697630751873,1.1959909029820108,12.759501632733535,57.82605394476468,,,,,stable_K2
Cdkn2b,2,202,14.02244818225298,0.6612036194225982,0.0710582444337269,1314.8277997728567,3.222617156306021,408,133,1.087998138494219e-09,2.772897381189308,0.7117815680699329,9.30509365509692,130.48019360960754,,,,,stable_K2
Cfl2,2,202,2.9352514595093147,1.578720208174321,0.09225588887692453,1023.4755832457278,2.49020823174143,411,70,5.296065116843871e-15,2.772897381189308,1.7391687688517232,17.112405802955717,50.22921410884143,,,,,stable_K2
Chmp2b,2,202,3.549006241815562,0.821731301851815,0.07136537084419822,925.4941098370019,2.251810486221416,411,81,-1.0923955684865113e-18,2.772897381189308,0.884881175063254,11.514426284504049,40.864770754630044,,,,,stable_K2
Chmp4b,2,101,4.690098542783779,1.0828681032056127,0.08922869867829446,1051.2707890855072,2.7024956017622292,389,71,1.3824761582348288e-11,2.7720772594232392,1.1889572076262847,12.135872418242812,56.91843754421046,,,,,stable_K2
Chmp5,2,202,2.63038571305225,1.1010370108202656,0.08673702355150846,886.3878872696578,2.2554399167166865,393,70,-3.267899722760686e-18,2.772897381189308,1.2056078470431288,12.693968108859751,33.39003235548558,,,,,stable_K2
Chst12,2,101,4.990309200652414,0.684976049850665,0.07459574548474492,970.9103270639622,2.3623122312991782,411,70,3.9173987617611253e-13,2.7720772594232392,0.7401911613313997,9.182508270404576,45.82355550686684,,,,,stable_K2
Chsy1,2,303,2.0124327322786204,1.1895609039490436,0.07709136113625716,838.6913973051189,2.0759688052106906,404,70,-8.899231122546987e-18,2.777697630751873,1.288925960660196,15.430534451798339,31.052912607351914,,,,,stable_K2
Ckap4,2,202,5.176499411802517,1.6012186196416678,0.09318356297291373,1286.0209557454475,3.113852193088251,413,91,1.1399355678844588e-11,2.772897381189308,1.7657582662386608,17.18348782292328,88.95031460807807,,,,,stable_K2
Clic1,2,101,8.202304724098683,1.4496482670620832,0.08642061381658774,1403.130801542461,3.455987195917392,406,132,7.02118195928319e-12,2.7720772594232392,1.5867786521740197,16.774334305686626,137.588201519144,,,,,stable_K2
Clint1,2,101,2.5827721004371815,0.8877831357155347,0.0792169479167272,796.4231745591774,2.006103714254855,397,70,2.6978661121826403e-18,2.7720772594232392,0.9641610297962416,11.206984856937074,28.945087818519056,,,,,stable_K2
Cln5,2,101,3.535666422917047,1.468194517202646,0.09927361956493261,1075.2575739525207,2.603529234751866,413,70,2.1685013861916488e-13,2.7720772594232392,1.6300116762356633,14.789372278728424,52.29028698192026,,,,,stable_K2
Clns1a,2,303,2.3053915958818645,1.159425530859545,0.07883068734813643,896.8567532991096,2.1821332197058627,411,70,6.398697503896299e-18,2.777697630751873,1.2586454139704122,14.707794259603824,33.907225280050184,,,,,stable_K2
Clpp,2,303,3.4203576134759324,1.1766936873404457,0.07984099345425857,1047.5192768334775,2.536366287732391,413,71,1.4287728016423046e-14,2.777697630751873,1.2787938595066632,14.737964001094014,50.409107378276126,,,,,stable_K2
Clptm1,2,202,2.7991939160705983,1.3473972282486284,0.09135589361970152,1011.6348285110095,2.4494790036586185,413,70,2.930773461913172e-17,2.772897381189308,1.482865754355861,14.748881269309296,41.284978717898184,,,,,stable_K2
Clptm1l,2,202,4.121557252199437,1.6750083652474532,0.09572078802090478,1194.0026903902694,2.8910476764897566,413,79,3.807766480496678e-12,2.772897381189308,1.8523132491142296,17.49889861836117,72.12271250600918,,,,,stable_K2
Cltc,2,101,4.080847621548559,1.5333957245492418,0.08614635944546689,1166.52764100475,2.824522133183414,413,96,1.4958477476079192e-16,2.7720772594232392,1.677944537835146,17.79989002924639,72.63863888967605,,,,,stable_K2
Cmtm3,2,303,3.7142376265382606,1.0209209932481222,0.07203412468964385,1022.3811566737195,2.4754991687015,413,83,3.2270948978297585e-17,2.777697630751873,1.1001708364617153,14.172741011940099,52.640927937729856,,,,,stable_K2
Cnn3,2,303,4.866967851344482,1.6422661671981795,0.11962255119382081,1260.356154859241,3.0517098180611164,413,92,1.2634119664357373e-14,2.777697630751873,1.865411443040876,13.72873384498601,66.81730626321183,,,,,stable_K2
Cnot4,2,303,3.3585210783205173,0.6644126391182317,0.06154973257883191,723.7977452285454,1.9509373186753245,371,70,1.0148542259833363e-20,2.777697630751873,0.7079891840662125,10.794728283624346,36.25432247529503,,,,,stable_K2
Cnpy2,2,202,3.112721720457861,1.2860332840751239,0.09028049213198466,1018.4232972713314,2.502268543664205,407,70,7.090881754757226e-16,2.772897381189308,1.413659125645248,14.244863466129763,44.340295915978764,,,,,stable_K2
Cnpy4,2,202,2.608058000063122,1.308062022372859,0.09714239989163048,969.8608611336247,2.3947181756385794,405,71,-1.3234579568723512e-17,2.772897381189308,1.4488021391367287,13.465407729602097,35.11856435330055,,,,,stable_K2
Col12a1,2,101,12.418663307244673,1.2022643613830752,0.07510626269672165,1521.445575753222,3.683887592622814,413,180,1.1866750100009348e-11,2.7720772594232392,1.2998945856077795,16.00751146729011,198.79189529913404,,,,,stable_K2
Col4a1,2,101,21.47362649356683,0.8694213019122918,0.07903195964346224,1602.161151393579,3.8887406587222793,412,236,1.739509331494804e-11,2.7720772594232392,0.9440298292823599,11.00088250164265,236.22884193988935,,,,,stable_K2
Col4a2,2,202,7.823382343065031,1.192262168449045,0.08455506677413582,1333.6723479870766,3.2528593853343333,410,119,2.2363462817757714e-12,2.772897381189308,1.3023854577988938,14.10042252859696,110.31299663998183,,,,,stable_K2
Col6a1,2,101,11.670690384686297,1.0177809626122045,0.07021490305699742,1401.9068344221116,3.410965533873751,411,139,2.785636205907806e-09,2.7720772594232392,1.0946410799210693,14.495227057224788,169.169307040598,,,,,stable_K2
Col8a1,2,101,14.27283107658231,0.48533382774468803,0.06115080067895071,1242.4983680889784,3.045339137472986,408,121,1.6675287531586977e-09,2.7720772594232392,0.5169454563050898,7.936671676512476,113.2787741491579,,,,,stable_K2
Colec12,2,101,3.4668725401194407,1.1415710521762086,0.09166260661062407,990.2795600553854,2.445134716186137,405,70,1.7910167614100276e-15,2.7720772594232392,1.2567698527928517,12.45405399636427,43.176617813160064,,,,,stable_K2
Commd3,2,101,4.2809211951235175,1.7615419084658765,0.10077301724439905,1225.5389491137141,2.967406656449671,413,99,2.4444225525836627e-16,2.7720772594232392,1.9589513462638635,17.480293402287533,74.83175852283048,,,,,stable_K2
Commd7,2,101,3.1044330112179397,0.88640245202267,0.08018703443393334,891.4717081630904,2.1796374282716147,409,70,-3.595898221870153e-18,2.7720772594232392,0.9636768399727488,11.054186730810992,34.31698219929696,,,,,stable_K2
Commd8,2,303,2.5445130340374655,0.849715913368835,0.06493104507936198,800.6460101714204,1.9480438203684194,411,72,2.0057403374229488e-18,2.777697630751873,0.9087200563095937,13.086435191829572,33.29860491469693,,,,,stable_K2
Comt,2,303,4.488428860787622,1.334835892128073,0.09418128799167226,1171.707347959873,2.864810141711181,409,80,5.375785504201102e-13,2.777697630751873,1.4736236671116603,14.173047752820096,63.61471657907887,,,,,stable_K2
Copa,2,202,3.1413343805115685,1.4148490858799918,0.09692126026525803,1061.28690699428,2.5822065863607784,411,71,1.0827021754367694e-15,2.772897381189308,1.566695154727671,14.597922911936715,45.85695712732436,,,,,stable_K2
Copb1,2,303,3.824911569569204,1.2959115586078163,0.09085547487165353,1071.137652288175,2.651330822495483,404,90,2.289265609155009e-17,2.777697630751873,1.4254186466391237,14.263439384786425,54.556394324718646,,,,,stable_K2
Cope,2,202,3.3018571194899353,1.5164410646565294,0.09527500298102042,1022.9644360938127,2.4950352099849087,410,70,8.123639807363222e-14,2.772897381189308,1.676134814062971,15.91646305126453,52.55388684291629,,,,,stable_K2
Cops3,2,202,2.524129904559329,1.0078612878884858,0.08557168264967957,841.9036258272799,2.068559277216904,407,70,3.984423398382838e-18,2.772897381189308,1.1021763748621654,11.777976740442885,29.729143305756097,,,,,stable_K2
Cops5,2,202,6.3552718962991275,1.5262517165639684,0.0931341523789424,1345.32784833403,3.2574524172736803,413,98,1.701829430392979e-10,2.772897381189308,1.6829961350597988,16.387669588208475,104.14809597977721,,,,,stable_K2
Cops6,2,303,3.3100165337234233,1.4218889428213075,0.09472774208851303,986.6770253435443,2.412413264898641,409,70,2.5606892504031627e-14,2.777697630751873,1.5706754850763724,15.010269552215265,49.684240393477815,,,,,stable_K2
Coq10b,2,303,2.976816991188189,0.8132571858278158,0.0691929128099102,806.1213447675068,2.000301103641456,403,70,-2.7096953247374805e-20,2.777697630751873,0.8737118539598443,11.753475215908766,34.98794472822649,,,,,stable_K2
Coro1b,2,202,2.673505923094964,0.9436903352233437,0.08646361030074735,781.1474227253049,2.0830597939341464,375,70,1.1006361677611954e-17,2.772897381189308,1.0330079303507744,10.914306399430869,29.179462805351697,,,,,stable_K2
Cox5a,2,202,5.485341704545672,1.9528954197607125,0.09475880249600989,1379.2867717721924,3.3396774134919913,413,119,2.3410812733563987e-14,2.772897381189308,2.157320529760914,20.60911881872869,113.0480589503095,,,,,stable_K2
Cox6a1,2,202,15.884077923757062,2.734194965180665,0.16030128956528714,1818.5835596645302,4.403350023400799,413,300,6.549634450637091e-17,2.772897381189308,3.2561619199881466,17.056599935006066,270.92836248198597,,,,,stable_K2
Cox6c,2,101,5.938658136083056,2.132675680933234,0.10664195359977235,1399.2679018512133,3.3880578737317513,413,113,5.700260942060858e-12,2.7720772594232392,2.387257482626163,19.99846785381646,118.76406382926258,,,,,stable_K2
Cox7a2l,2,101,4.0007710982858775,1.3934595591107728,0.0926228892450446,1078.073805513687,2.610348197369702,413,70,1.1181733138976834e-11,2.7720772594232392,1.5357005842382199,15.04444063955092,60.18936330059283,,,,,stable_K2
Cox8a,2,202,9.356731398720278,2.723776284308504,0.1256908720047387,1636.2860506323045,3.961951696446258,413,195,3.2861605458582824e-14,2.772897381189308,3.115346960352525,21.670438281355977,202.7644702911934,,,,,stable_K2
Cpe,2,303,8.35221380413327,0.9726711413522062,0.08013041810826571,1269.3197436116827,3.088369205867841,411,98,1.6408823799127416e-09,2.777697630751873,1.057401136530555,12.138600600311507,101.38418749678216,,,,,stable_K2
Cpsf2,2,101,2.8582484238351253,0.8424511407258759,0.07565518858173331,797.6928869779158,2.0194756632352298,395,70,5.412084881321722e-18,2.7720772594232392,0.9114035480258309,11.13540467638571,31.82775286504574,,,,,stable_K2
Cryab,2,202,9.780669331549603,0.9995776193213313,0.08262991285800038,1390.0024447900719,3.3656233530025954,413,138,2.1601206311102418e-13,2.772897381189308,1.0896121786959974,12.09704312576375,118.31717870259047,,,,,stable_K2
Cryzl1,2,303,2.612930012626156,1.1779001574324635,0.07799796406743696,912.0163145477102,2.24082632567005,407,74,5.834315094364564e-18,2.777697630751873,1.277546156653625,15.101678249114965,39.45962833813611,,,,,stable_K2
Cs,2,101,2.6294516985898206,1.3469929028329388,0.08394074474366812,912.8769872111459,2.2319730738658823,409,70,-7.834892125769803e-18,2.7720772594232392,1.4704211491821266,16.046949630317,42.194678962622326,,,,,stable_K2
Csde1,2,202,4.097915778608183,1.6729963667937158,0.09625213012180418,1159.013367275184,2.806327765799477,413,70,2.6322023810458023e-10,2.772897381189308,1.8511760000266408,17.381395764193364,71.22749595632142,,,,,stable_K2
Csgalnact1,2,202,5.141780370498027,0.9523654936452766,0.08210300763881016,1099.3128585759273,2.674727149819774,411,76,4.833069038779821e-12,2.772897381189308,1.0375516006381285,11.599641974566259,59.642811409629765,,,,,stable_K2
Csk,2,101,2.8604381547170266,0.8772583586892463,0.07412196850648851,821.386223461165,2.0381792145438338,403,76,1.9809217468615367e-17,2.7720772594232392,0.9474880371382849,11.835335412232778,33.85424498702421,,,,,stable_K2
Csnk1a1,2,101,2.0528527985473612,1.3216845997692226,0.09434447266391222,828.9871218856031,2.0418402016886774,406,70,-9.48808522350764e-18,2.7720772594232392,1.4593678941670576,14.009136544517263,28.758695160644372,,,,,stable_K2
Cstb,2,101,7.318967116472456,2.5671387656047537,0.12527995083493385,1516.2162983702513,3.6712259040441917,413,140,4.209472005398813e-12,2.7720772594232392,2.934811849865711,20.49121785645622,149.9745496678763,,,,,stable_K2
Ctnna1,2,202,4.64895244506289,1.568568376387458,0.09731055232570596,1235.2478610175888,2.9909149177181327,413,85,1.9636348997463655e-12,2.772897381189308,1.7376611418564234,16.119201246924774,74.93740004935172,,,,,stable_K2
Ctnnb1,2,202,3.7806003332973726,1.7369284096565905,0.09808025741966651,1157.712534903027,2.8168188197153943,411,80,1.7336437495523964e-13,2.772897381189308,1.925812605772828,17.70925622905544,66.95162000201557,,,,,stable_K2
Ctsb,2,101,18.167014028790447,2.025287927659664,0.12696447982660058,1820.7243340512996,4.408533496492251,413,307,7.803231827723189e-16,2.7720772594232392,2.3198230551460357,15.951610485276385,289.79313146781686,,,,,stable_K2
Ctsh,2,303,4.9409184067666905,1.1423255950272886,0.085011719648671,1143.0503335126582,2.781144363777757,411,74,6.78038392167917e-11,2.777697630751873,1.2484592639685708,13.437271940247673,66.39246426629929,,,,,stable_K2
Ctsk,2,202,3.6296685354286486,0.7266673701444625,0.07803451837132985,881.8324124223353,2.166664403986082,407,70,6.3667977270997776e-18,2.772897381189308,0.7881719919283641,9.312127316357508,33.79993551808847,,,,,stable_K2
Cttn,2,101,5.28168493023012,1.5009459905952245,0.09356222909964604,1259.2918268266985,3.094083112596311,407,123,-1.719663743255578e-17,2.7720772594232392,1.6558731760530594,16.04222136474197,84.72995882957333,,,,,stable_K2
Ctxn1,2,202,3.4151869455697166,0.704888236844972,0.07378686949844618,809.4110850411552,2.0285992106294617,399,70,-4.968932265786705e-19,2.772897381189308,0.7610432346853774,9.553030798519183,32.62538607372816,,,,,stable_K2
Cul1,2,101,2.9574643839098167,1.050555509678299,0.09179085475012895,812.0226974335534,2.212595905813497,367,70,-1.488058289509702e-17,2.7720772594232392,1.156733022534435,11.445099977967283,33.84847555512527,,,,,stable_K2
Cuta,2,101,2.265749393794325,1.2574188358676661,0.08687508365196366,913.0794686985942,2.2108461711830367,413,70,1.832155769024098e-19,2.7720772594232392,1.377050185966454,14.47387194359547,32.794166582058125,,,,,stable_K2
Cwc15,2,303,3.538904332792859,1.2412524319470248,0.0866575267361628,1051.0163116446734,2.544833684369669,413,70,6.858646761724376e-14,2.777697630751873,1.359021909395496,14.323654028647017,50.69004130340482,,,,,stable_K2
Cxcl5,2,101,57.43488737026965,0.4881643380847367,0.08762959525245333,1784.613197223598,4.34212456745401,411,450,-8.647339487028176e-18,2.7720772594232392,0.5350506061403998,5.5707702024456145,319.9565591431181,,,,,stable_K2
Cyb5b,2,202,2.9448092819249583,1.12576829399569,0.09001486223428473,953.5395614583626,2.3088124974778754,413,70,7.643910542852949e-18,2.772897381189308,1.2371282203133411,12.50647133209641,36.829172862885905,,,,,stable_K2
Cyfip1,2,303,3.443761944721476,1.2361374092951267,0.08548917079594326,1051.7035207311358,2.5714022511763712,409,71,1.5563895404778523e-14,2.777697630751873,1.3516924784488307,14.459578889187044,49.795347515280376,,,,,stable_K2
Cyp1b1,2,303,29.81047022423328,0.3382656619221628,0.05627261784792596,1277.737354902232,3.1394038203986043,407,319,2.8490382514232886e-19,2.777697630751873,0.35843578168812107,6.011194695727671,179.19654048905878,,,,,stable_K2
Cyp51,2,101,5.917689448162693,0.682624801053586,0.07262927941216427,1041.694573967028,2.5469304986968897,409,77,2.4872366583065367e-12,2.7720772594232392,0.7360862122333215,9.398754972905005,55.61891312902658,,,,,stable_K2
D17Wsu104e,2,101,6.263431893116775,1.2438893737663417,0.08058734423425205,1283.9429103568125,3.139224719698808,409,102,4.006426859928728e-12,2.7720772594232392,1.3529173934748029,15.435294283313176,96.67791449374678,,,,,stable_K2
D17Wsu92e,2,101,2.4806948238880384,0.884753118121149,0.07185615702914647,782.8964186356031,1.9572410465890078,400,72,-7.350165067713331e-19,2.7720772594232392,0.95324999979441,12.312836571016083,30.54438994909894,,,,,stable_K2
Dad1,2,303,9.824718614664775,2.008001168849529,0.16641913343323594,1539.1276949891694,3.726701440651742,413,156,1.9507748810817806e-15,2.777697630751873,2.4088858674501523,12.065927321121999,118.54434075501959,,,,,stable_K2
Ahcyl1,3,202,5.363151165756229,1.1565376991898229,0.031795479731386724,553.8278775966651,2.6001308807355166,213,111,1.4591943895318723e-10,2.9986274860151094,,,195.0807650034599,0.02483999280115379,0.022892218608703923,2.29537040478476,36.374280525421774,formal_K3
Akirin1,3,202,3.235982712991502,1.1924290422991906,0.03382311689020186,651.8391021296405,2.3033183820835355,283,74,4.5300577849286295e-11,2.9986274860151094,,,114.08409756780888,0.031219107673370213,0.020891570852774568,2.060070794561778,35.2548538376906,formal_K3
Arl6ip4,3,303,4.684590272785387,1.5561233538419412,0.07524141946492602,829.5195020580855,2.910594744063458,285,98,8.546907122447779e-13,2.997491296561934,,,96.88547050950163,0.060948520946751995,0.028095402799193366,2.458423897816909,20.681738394998412,formal_K3
Arpp19,3,303,14.628098666291647,1.4174106573120524,0.04619053205840532,1362.9388094582423,3.871985254142734,352,262,9.54274870024858e-11,2.997491296561934,,,448.88036621004926,0.06373731072205586,0.01807642960882651,1.9075089198794244,30.686172991465366,formal_K3
Ash2l,3,202,2.7799822640863185,1.3315236534921286,0.04279313068585938,823.5079343688465,2.326293599911996,354,72,7.151561996261427e-13,2.9986274860151094,,,86.50014807499701,0.041780988071191696,0.017949545917651837,1.988661061138613,31.115359688608134,formal_K3
Atp1a1,3,202,5.869103434795236,1.6388327999944317,0.06708033107083182,1181.4393224849834,3.2546537809503677,363,113,2.8014543685985507e-11,2.9986274860151094,,,143.38747382367595,0.09594975520950161,0.018449861087660453,2.0944552933670675,24.430899100124396,formal_K3
Atrx,3,202,5.678021212926116,1.1743138028789804,0.034351797192992466,967.5157657786092,2.3771886137066565,407,112,6.134482039461338e-10,2.9986274860151094,,,194.10276108462148,0.02169552717171926,0.026018005734463008,2.6744630147341635,34.18493059567004,formal_K3
Bcap31,3,303,11.185193540091404,1.285405308143548,0.04002577990778022,1132.7755914321037,2.7427980422084834,413,222,5.257820412837925e-11,2.997491296561934,,,359.2061711769846,0.019142360969352158,0.02330819564423594,2.969397963287315,32.114435024255215,formal_K3
Bola1,3,101,3.641003274782074,0.9139336936858561,0.04157955436312921,548.3984665572677,2.193593866229071,250,81,1.9545450764582413e-13,3.0005106168237634,,,80.03057326161891,0.04322581600691963,0.02990532007895321,1.6133096758048315,21.98036288951402,formal_K3
Btf3,3,202,6.624810573959043,1.3752414100127512,0.04778838112064043,771.0553931805978,3.023746639923913,255,142,2.8875302483035786e-12,2.9986274860151094,,,190.64704895106357,0.02671690831760913,0.019303149573730805,2.487748225082302,28.777735879794562,formal_K3
Capn2,3,202,6.379973408559696,1.9541590564222253,0.08744786518427282,1391.1677453709492,3.504200869952013,397,131,6.092699874370426e-13,2.9986274860151094,,,142.57046515427268,0.1715871098600216,0.018410988011770994,2.3711925301735244,22.346561031585637,formal_K3
Ccdc104,3,303,4.572233126687208,1.2888822707497771,0.05301482741606744,956.0209727712814,2.7872331567675843,343,94,5.144483019452198e-12,2.997491296561934,,,111.1589059504497,0.06446454849947474,0.02155138936334965,1.8160510576113778,24.311731897841657,formal_K3
Cct8,3,202,9.636279022317575,1.9744097971735206,0.09082479988878041,1418.7897792625263,3.8659122050750034,367,199,1.1912695852897463e-14,2.9986274860151094,,,209.47983076494256,0.13510587770682547,0.019867511005925317,2.49099354984261,21.738663884658,formal_K3
Cd248,3,202,7.97470709405153,1.2257298370833436,0.04696584404467695,1039.8525287829707,3.269976505606826,318,138,1.8767642925587573e-10,2.9986274860151094,,,208.1264933273787,0.063736739527047,0.019347231543748476,1.6765391326304793,26.09832447421471,formal_K3
Cdk4,3,202,9.373325754176559,2.1333009581592557,0.09957204547619457,1607.4400285093059,3.91104629807617,411,186,1.3093104121975712e-13,2.9986274860151094,,,200.82066926408882,0.18720614171016392,0.01866006457796019,2.6053623184905073,21.424697543943495,formal_K3
Cib1,3,101,7.521979091007777,1.8548188784646433,0.09368316802666624,1315.8082893268893,3.435530781532348,383,139,2.9605621036032348e-12,3.0005106168237634,,,148.9265266674824,0.1388058076081161,0.027727833396704527,2.4553635354365797,19.79884879572692,formal_K3
Commd1,3,202,3.3641524938953533,1.3120289247281776,0.03788755828725806,694.6918616899345,2.387257256666442,291,91,1.3192203008635529e-13,2.9986274860151094,,,116.49907195712746,0.03025229551785555,0.02102011604072053,2.3112290587035647,34.62954552997481,formal_K3
Cox7b,3,303,10.855172267316894,1.4449324048642807,0.06171288550412902,1301.1180147065459,3.564706889606975,365,188,3.937061183585911e-11,2.997491296561934,,,254.1606998489936,0.0677992369419376,0.02271978569278435,2.056017603493285,23.413787786144024,formal_K3
Cpt1c,3,202,3.057622082352522,1.2723823274806692,0.040522562927823746,875.0087098789752,2.4717760166072744,354,99,-1.26316873525619e-17,2.9986274860151094,,,96.00736035944824,0.05337604948645317,0.018290207236114377,1.7805376267681992,31.399354718677518,formal_K3
Crip1,3,303,9.218642895421555,0.9786052400882518,0.033159300641829016,1144.6532267571438,3.0043391778402726,381,170,4.084404561049537e-11,2.997491296561934,,,272.06280196940423,0.02896602420568489,0.020369576964775083,1.7239479463824736,29.512240039640155,formal_K3
