gene_id,state,kon,koff,ksyn,bs_pred,bf_pred,pon_pred,bs_true,bf_true,pon_true,bs_log10_abs_error,bf_log10_abs_error,pon_abs_error,condition,n_cells,eta,pon_design,switch_total,true_mean,replicate,observed_mean,observed_zero,success,kon_mle,koff_mle,ksyn_obs_mle,ksyn_latent_mle,bs_mle,bf_mle,pon_mle,nll,mle_bs_log10_abs_error,mle_bf_log10_abs_error
12,2,0.024962456635204838,0.5535559280602549,59.30549848891062,93.08137015524052,0.023848977915731533,0.04460613535540235,140.35087719298247,0.014249999999999999,0.05,0.1783523638547306,0.22365490707900854,0.005393864644597651,n200_eta1,200,1.0,0.05,0.3,2.0,0,2.15,0.88,True,0.018420451196798807,0.31889449739012127,42.67622248515235,42.67622248515235,133.82552171461325,0.01741452773056911,0.054609056829428314,158.80834918841506,0.020676186177220376,0.08709683685633432
13,2,0.021840469139923952,0.42323673327173045,41.40905223187495,97.83898460743747,0.02076873127137596,0.049071192641593854,140.35087719298247,0.014249999999999999,0.05,0.15670319446288256,0.16359510264458926,0.0009288073584061488,n200_eta1,200,1.0,0.05,0.3,2.0,1,2.765,0.885,,,,,,,,,,,
14,2,0.013530766226254634,0.4812667513594342,234.88407565175993,470.72719980096326,0.013160752982124225,0.02734606732118736,561.4035087719299,0.014249999999999999,0.05,0.07650582898883715,0.034534126538753145,0.022653932678812643,n200_eta1,200,1.0,0.05,0.3,8.0,0,5.49,0.905,True,0.012602399478109812,0.36506172611286225,163.10735680506974,163.10735680506974,446.79391220169595,0.012181865829706382,0.033369331700196486,144.4032117067254,0.09916787565062592,0.06810105244452137
15,2,0.014602622397708976,0.5077465100968234,238.05256949575497,468.8413701757599,0.014194396237034146,0.034567569961871276,561.4035087719299,0.014249999999999999,0.05,0.07824919615970323,0.0016979399378117875,0.015432430038128726,n200_eta1,200,1.0,0.05,0.3,8.0,1,7.77,0.9,,,,,,,,,,,
16,2,0.08935356702590379,0.7717346984337686,23.36561021415457,29.295627067622135,0.08008150949067472,0.09205832610881834,21.05263157894737,0.095,0.05,0.14349640806307515,0.07419135453771569,0.042058326108818336,n200_eta1,200,1.0,0.05,2.0,2.0,0,1.77,0.705,True,0.11266242171872308,1.5883285688732371,26.361123459815573,26.361123459815573,16.59676969640872,0.10520040614207961,0.06623340296441872,280.3484067730758,0.10328282278943716,0.04429381119164396
17,2,0.12674546005439893,0.8774983680528138,18.558880864797445,20.786418934902926,0.11074893491301044,0.12620984715762437,21.05263157894737,0.095,0.05,0.0055267144525476515,0.06661595295951839,0.07620984715762437,n200_eta1,200,1.0,0.05,2.0,2.0,1,2.555,0.615,,,,,,,,,,,
18,2,0.0688836344829181,1.4848233717575283,146.43977574810057,80.77398990260559,0.0656753953192381,0.05083195775806867,84.21052631578948,0.095,0.05,0.01809484593223142,0.16032090967852083,0.0008319577580686646,n200_eta1,200,1.0,0.05,2.0,8.0,0,6.275,0.665,True,0.09131242294278767,2.615445873777705,185.6718278243223,185.6718278243223,70.99050669939543,0.08823200065543944,0.03373497480488811,374.25331776874646,0.07416610571253737,0.03209747834856464
19,2,0.07074638214122855,1.3546066907623768,178.80658208894457,131.9988918616013,0.06723493597310341,0.05689452108247994,84.21052631578948,0.095,0.05,0.19520390359054315,0.1501286096492905,0.00689452108247994,n200_eta1,200,1.0,0.05,2.0,8.0,1,9.43,0.65,,,,,,,,,,,
20,2,0.31124099163757374,1.3007130746095217,10.316245336754621,7.931222910057694,0.2527159407682359,0.17963115950562988,4.2105263157894735,0.47500000000000003,0.05,0.27500377002282683,0.27406097249587347,0.12963115950562987,n200_eta1,200,1.0,0.05,10.0,2.0,0,1.94,0.49,True,0.35322113788170817,3.444734679733548,20.89923027639918,20.89923027639918,6.06700725003754,0.32037052606895966,0.0930029612886588,361.01311283608334,0.1586381278845638,0.17104105525388516
21,2,0.35987163551147694,2.186526500708284,16.169841824317345,7.395218772367694,0.3089297117486049,0.14096397385381476,4.2105263157894735,0.47500000000000003,0.05,0.24461464019463594,0.18683393043337496,0.09096397385381476,n200_eta1,200,1.0,0.05,10.0,2.0,1,1.95,0.43,,,,,,,,,,,
22,2,0.43583944800125357,1.8882658814991706,42.15123015044377,25.660014133669396,0.36259486763676857,0.20066013541227443,16.842105263157894,0.47500000000000003,0.05,0.18286051388356062,0.11727195706009651,0.1506601354122744,n200_eta1,200,1.0,0.05,10.0,8.0,0,7.67,0.265,True,0.4236862357084299,3.2067996317535896,65.6583529828196,65.6583529828196,20.474728864464577,0.3742410559495371,0.1167023509182858,596.6135088268657,0.08482178198129872,0.10354217976322463
23,2,0.43666162264427555,1.5396008335892395,47.98769428465379,33.22841793906069,0.3299349229010226,0.22674423682850514,16.842105263157894,0.47500000000000003,0.05,0.2951132869121684,0.15826532251089567,0.17674423682850515,n200_eta1,200,1.0,0.05,10.0,8.0,1,9.13,0.225,,,,,,,,,,,
24,2,0.031069082250907123,0.5785994711287745,32.512663053033776,58.66950753939386,0.029419681128815187,0.053088182932850475,96.09609609609609,0.0208125,0.075,0.21429330196663238,0.1503137103777412,0.021911817067149522,n200_eta1,200,1.0,0.075,0.3,2.0,0,1.72,0.865,True,0.025081904280581366,0.38724018827896195,26.472857258941108,26.472857258941108,68.36288706654193,0.023556150667829224,0.06083085222254807,173.13784716618966,0.1478853494747761,0.05378007260321185
25,2,0.028773626816067314,0.5287216569098634,29.999118849421556,58.720943610762475,0.027169216337185904,0.05049736676889427,96.09609609609609,0.0208125,0.075,0.21391271899456157,0.11575286105501355,0.024502633231105728,n200_eta1,200,1.0,0.075,0.3,2.0,1,1.5,0.88,,,,,,,,,,,
26,2,0.03612368001296929,0.6989996497413326,133.34851362187908,190.77050134606677,0.0345539260438374,0.04345498488992029,384.38438438438436,0.0208125,0.075,0.3042545151081671,0.22017314853870928,0.031545015110079705,n200_eta1,200,1.0,0.075,0.3,8.0,0,8.445,0.805,True,0.029526881988232192,0.3652064334448842,106.5741457199958,106.5741457199958,291.81891653636393,0.02731820913022836,0.07480210266983464,273.073473426729,0.11965229546183097,0.11812797452686659
27,2,0.0261044983191796,0.6887793831763664,172.5308556527498,256.8059735380033,0.025076116362764043,0.03533783465761878,384.38438438438436,0.0208125,0.075,0.17516061454683773,0.08093602561358594,0.03966216534238122,n200_eta1,200,1.0,0.075,0.3,8.0,1,6.785,0.825,,,,,,,,,,,
28,2,0.08106684290670435,0.7119634177748257,19.587445594126983,26.97751127797451,0.07172420946720047,0.11174814422171472,14.414414414414415,0.13875,0.075,0.2722048788982072,0.2865672215748253,0.036748144221714726,n200_eta1,200,1.0,0.075,2.0,2.0,0,1.715,0.68,True,0.12283352723824378,1.2940739770278034,19.954843962181663,19.954843962181663,15.420172506685782,0.11218493135717113,0.08669128144809361,286.468978065592,0.029292228359462272,0.09229846524818955
29,2,0.1392254760459129,0.8103774644448709,11.516902852300204,18.360973212572553,0.12131871283050313,0.1654553206907596,14.414414414414415,0.13875,0.075,0.1050986931293079,0.05830519791717647,0.09045532069075961,n200_eta1,200,1.0,0.075,2.0,2.0,1,2.315,0.605,,,,,,,,,,,
30,2,0.12708370298614102,1.5546179401930509,126.5200021183256,84.38950353590977,0.11808704460452987,0.0707931715099007,57.65765765765766,0.13875,0.075,0.1654314367374136,0.07003073825734743,0.004206828490099304,n200_eta1,200,1.0,0.075,2.0,8.0,0,9.895,0.525,True,0.13871962885577327,1.5269202575127792,119.42323820586653,119.42323820586653,78.2118369432053,0.12716663016297802,0.08328308537219976,506.72108108423146,0.13241549098393365,0.037859828889423214
31,2,0.17393839926829452,1.1408364765505705,94.15073738813535,70.70601332543012,0.15092718472772643,0.12999444630665125,57.65765765765766,0.13875,0.075,0.0885993555586058,0.036534479352156826,0.05499444630665125,n200_eta1,200,1.0,0.075,2.0,8.0,1,11.085,0.46,,,,,,,,,,,
32,2,0.5264678274068071,1.2852964538617149,6.105235092508574,4.7500598590816905,0.37571553012600045,0.2923181877590582,2.882882882882883,0.69375,0.075,0.21687208299794822,0.266343849221117,0.2173181877590582,n200_eta1,200,1.0,0.075,10.0,2.0,0,1.905,0.38,True,0.813939755257109,58.228223659228355,138.18590491751314,138.18590491751314,2.3731774083685724,0.8027189956020612,0.013785737313572358,373.46869048448696,0.08449679414541802,0.06336054414458783
