gene_index,gene_name,predicted_state,confidence
123,Dnttip2,2,1.0
124,Dok1,2,1.0
125,Dpy19l1,2,1.0
126,Dut,2,1.0
127,Dvl1,2,1.0
128,Eapp,2,1.0
129,Echdc2,2,1.0
130,Edem1,2,1.0
131,Eea1,2,1.0
132,Eed,2,1.0
133,Efhd2,2,1.0
134,Egr1,2,1.0
135,Ei24,2,1.0
136,Eid1,2,1.0
137,Eif2b1,2,1.0
138,Eif2b2,2,1.0
139,Elmo2,2,1.0
140,Emg1,3,1.0
141,Emilin1,2,1.0
142,Ensa,3,1.0
143,Epdr1,2,1.0
144,Ercc5,2,1.0
145,Ero1l,2,1.0
146,Erp44,2,1.0
147,Exoc7,2,1.0
148,Exosc4,2,1.0
149,Exosc5,2,1.0
150,Exosc7,2,1.0
151,Exosc8,2,1.0
152,Fam103a1,2,1.0
153,Fam120a,3,1.0
154,Fam129a,2,1.0
155,Fam168b,2,1.0
156,Fam20b,2,1.0
157,Fam89b,2,1.0
158,Fam92a,2,1.0
159,Fam96a,2,1.0
160,Fbxw8,2,1.0
161,Fcgrt,3,1.0
162,Filip1l,2,1.0
163,Fip1l1,2,1.0
164,Fkbp14,3,1.0
165,Flii,2,1.0
166,Fosl2,2,1.0
167,Frg1,3,1.0
168,Fyco1,2,1.0
169,Gabarapl1,2,1.0
170,Gadd45gip1,2,1.0
171,Gart,2,1.0
172,Gas2l1,2,1.0
173,Gbf1,2,1.0
174,Gde1,2,1.0
175,Gfer,2,1.0
176,Gfpt1,2,1.0
177,Gins2,2,1.0
178,Gjb3,2,1.0
179,Glod4,3,1.0
180,Gls,2,1.0
181,Gltscr2,2,1.0
182,Glyr1,2,1.0
183,Gmppb,2,1.0
184,Gna13,2,1.0
185,Gnl1,2,1.0
186,Gnl3,2,1.0
187,Gnpnat1,2,1.0
188,Gopc,2,1.0
189,Gosr2,2,1.0
190,Gpnmb,2,1.0
191,Gpr180,2,1.0
192,Grwd1,2,1.0
193,Gss,2,1.0
194,Gstm5,2,1.0
195,Gtf2e2,2,1.0
196,Gtf3c1,2,1.0
197,Gtpbp4,2,1.0
198,H2afv,2,1.0
199,Hbp1,2,1.0
200,Hdac7,2,1.0
201,Hddc2,2,1.0
202,Hgsnat,2,1.0
203,Hiat1,2,1.0
204,Hmgn3,2,1.0
205,Hn1l,2,1.0
206,Hnrnpd,2,1.0
207,Hnrnph1,2,1.0
208,Hook3,2,1.0
209,Hoxb13,2,1.0
210,Hp1bp3,2,1.0
211,Hpcal1,2,1.0
212,Hs2st1,2,1.0
213,Htatip2,2,1.0
214,Iah1,2,1.0
215,Iars2,2,1.0
216,Imp4,2,1.0
217,Impa1,2,1.0
218,Inf2,2,1.0
219,Ino80e,2,1.0
220,Itfg1,2,1.0
221,Itfg3,2,1.0
222,Ivns1abp,2,1.0
223,Jmjd6,2,1.0
224,Kif2a,2,1.0
225,Kifap3,2,1.0
226,Klf4,2,1.0
227,Klhdc3,2,1.0
228,Klhdc8a,2,1.0
229,Klhl22,2,1.0
230,Kpna2,2,1.0
231,Kras,2,1.0
232,Lars,2,1.0
233,Lbh,2,1.0
234,Ldlr,2,1.0
235,Leprel2,2,1.0
236,Letm1,2,1.0
237,Lgals8,2,1.0
238,Lhfpl2,2,1.0
239,Limd2,2,1.0
240,Lsm3,2,1.0
241,Ltn1,2,1.0
242,Luc7l,2,1.0
243,Luzp1,2,1.0
244,Lyar,2,1.0
245,Lyrm2,2,1.0
246,Magohb,2,1.0
247,Man2a1,2,1.0
248,Manbal,2,1.0
249,Map2k1,2,1.0
250,Mapk13,2,1.0
251,Mapk14,2,1.0
252,Mapkapk3,2,1.0
253,Mat2a,3,1.0
254,Mat2b,2,1.0
255,Mbnl1,2,1.0
256,Mbtps1,2,1.0
257,Med7,2,1.0
258,Mgea5,2,1.0
259,Mgmt,2,1.0
260,Mical2,2,1.0
261,Mkln1,2,1.0
262,Mocs2,2,1.0
263,Mon2,2,1.0
264,Mphosph10,2,1.0
265,Mphosph8,2,1.0
266,Mpp5,2,1.0
267,Mpv17,2,1.0
268,Mpzl1,2,1.0
269,Mrc2,2,1.0
270,Mrpl11,2,1.0
271,Mrpl18,2,1.0
272,Mrpl32,2,1.0
273,Mrpl37,2,1.0
274,Mrpl40,2,1.0
275,Mrpl46,2,1.0
276,Mrps23,2,1.0
277,Mrps25,2,1.0
278,Mrps30,2,1.0
279,Mrps9,2,1.0
280,Mrto4,2,1.0
281,Msto1,2,1.0
282,Mta2,2,1.0
283,Mvp,2,1.0
284,Mxra7,2,1.0
285,Mybbp1a,3,1.0
286,Myo5a,2,1.0
287,Naa15,2,1.0
288,Nacc2,2,1.0
289,Ncbp2,2,1.0
290,Ncor1,2,1.0
291,Ncor2,2,1.0
292,Ndrg4,2,1.0
293,Ndufaf2,2,1.0
294,Nfat5,2,1.0
295,Nfe2l1,2,1.0
296,Nfic,2,1.0
297,Nfs1,2,1.0
298,Ngdn,2,1.0
299,Nme4,2,1.0
300,Nol7,2,1.0
301,Nop14,2,1.0
302,Nr3c1,2,1.0
303,Nradd,2,1.0
304,Nrd1,2,1.0
305,Nrp2,2,1.0
306,Nsf,2,1.0
307,Nsfl1c,2,1.0
308,Nsmce1,2,1.0
309,Nsmce2,2,1.0
310,Nt5dc2,2,1.0
311,Nucb2,2,1.0
312,Nudt5,2,1.0
313,Nup88,2,1.0
314,Nxn,2,1.0
315,Ogfr,2,1.0
316,Osmr,2,1.0
317,Pak1ip1,2,1.0
318,Parm1,2,1.0
319,Parp1,2,1.0
320,Pck2,2,1.0
321,Pcyox1,2,1.0
322,Pef1,2,1.0
323,Pfdn5,2,1.0
324,Pgrmc2,2,1.0
325,Pgs1,2,1.0
326,Phb,2,1.0
327,Phc2,2,1.0
328,Pigt,2,1.0
329,Plod1,2,1.0
330,Plod2,3,1.0
331,Pmm2,2,1.0
332,Pmpcb,2,1.0
333,Polr2i,2,1.0
334,Pop4,2,1.0
335,Ppan,2,1.0
336,Ppil1,2,1.0
337,Ppil2,2,1.0
338,Ppil3,2,1.0
339,Ppm1g,2,1.0
340,Ppme1,2,1.0
341,Ppp1r12c,2,1.0
342,Ppp2r5b,2,1.0
343,Ppp5c,2,1.0
344,Ppt1,2,1.0
345,Prmt5,2,1.0
346,Prpf19,2,1.0
347,Prpf31,2,1.0
348,Prrc1,3,1.0
349,Prrc2b,2,1.0
350,Prrc2c,2,1.0
351,Psph,2,1.0
352,Ptp4a3,2,1.0
353,Ptprn,2,1.0
354,Ptprs,2,1.0
355,Ptrh1,2,1.0
356,Pura,2,1.0
357,Qars,2,1.0
358,Rab24,2,1.0
359,Rab5a,2,1.0
360,Rad50,2,1.0
361,Raf1,2,1.0
362,Ralbp1,2,1.0
363,Rangap1,2,1.0
364,Rarg,2,1.0
365,Rars2,2,1.0
366,Rbbp6,2,1.0
367,Rbck1,2,1.0
368,Rbfox2,2,1.0
369,Rbm42,2,1.0
370,Rbm7,2,1.0
371,Rbpj,2,1.0
372,Rcan2,2,1.0
373,Rchy1,2,1.0
374,Rhbdf1,2,1.0
375,Rhod,2,1.0
376,Rhoq,2,1.0
377,Rnf11,2,1.0
378,Rnf13,2,1.0
379,Rnf149,2,1.0
380,Rp9,2,1.0
381,Rpa3,2,1.0
382,Rpl15,2,1.0
383,Rpl41,2,1.0
384,Rps6kb1,2,1.0
385,Rraga,3,1.0
386,Rrp15,2,1.0
387,Rrp36,2,1.0
388,Rrp7a,2,1.0
389,S1pr2,2,1.0
390,Samhd1,2,1.0
391,Scaf11,2,1.0
392,Scyl1,2,1.0
393,Sdc3,2,1.0
394,Sdccag3,2,1.0
395,Sec23b,2,1.0
396,Sec24c,2,1.0
397,Sec24d,2,1.0
398,Serf1,3,1.0
399,Set,2,1.0
400,Sf1,2,1.0
401,Siglecg,2,1.0
402,Skap2,2,1.0
403,Slbp,2,1.0
404,Slc1a5,2,1.0
405,Slc20a2,2,1.0
406,Slc25a12,2,1.0
407,Slc35e4,2,1.0
408,Slc7a5,2,1.0
409,Slit2,2,1.0
410,Snd1,2,1.0
411,Snhg12,2,1.0
412,Snhg3,2,1.0
413,Snrnp25,2,1.0
414,Snx1,2,1.0
415,Spag7,3,1.0
416,Spag9,2,1.0
417,Sptlc2,2,1.0
418,Srek1ip1,3,1.0
419,Srrm1,2,1.0
420,Srrt,2,1.0
421,Srsf2,3,1.0
422,Ssbp3,2,1.0
423,Stard3nl,2,1.0
424,Stk10,2,1.0
425,Stk24,2,1.0
426,Stk25,2,1.0
427,Sulf2,2,1.0
428,Synj2bp,3,1.0
429,Tbl3,2,1.0
430,Tcf12,2,1.0
431,Thoc3,2,1.0
432,Thop1,2,1.0
433,Timm44,2,1.0
434,Tipin,2,1.0
435,Tln2,2,1.0
436,Tm2d3,3,1.0
437,Tmem11,2,1.0
438,Tmem161a,2,1.0
439,Tmem173,2,1.0
440,Tmem183a,2,1.0
441,Tmem199,2,1.0
442,Tmem222,2,1.0
443,Tmem37,2,1.0
444,Tnk2,2,1.0
445,Tnks2,3,1.0
446,Top1,2,1.0
447,Top2b,2,1.0
448,Tra2a,2,1.0
449,Trappc5,2,1.0
450,Trim44,2,1.0
451,Trip12,2,1.0
452,Trmt6,2,1.0
453,Trnau1ap,2,1.0
454,Tspan17,2,1.0
455,Ttc1,2,1.0
456,Ttc3,2,1.0
457,Tubg1,2,1.0
458,Txlna,2,1.0
459,U2af2,2,1.0
460,Uap1l1,2,1.0
461,Uba5,2,1.0
462,Ubac2,2,1.0
463,Ube2l3,2,1.0
464,Ube2r2,2,1.0
465,Ube2z,2,1.0
466,Ubr2,2,1.0
467,Ubr4,2,1.0
468,Ubr5,2,1.0
469,Upf3a,2,1.0
470,Vps39,2,1.0
471,Vps4b,2,1.0
472,Wbp4,2,1.0
473,Wbscr22,2,1.0
474,Wipi1,2,1.0
475,Wwtr1,2,1.0
476,Xrcc5,2,1.0
477,Zbtb20,2,1.0
478,Zc3h13,2,1.0
479,Zc3h14,2,1.0
480,Zc3h18,2,1.0
481,Zdhhc3,2,1.0
482,Zfp106,2,1.0
483,Zfp330,2,1.0
484,Zfp593,2,1.0
485,Zmat3,2,1.0
486,Znhit6,2,1.0
487,Zranb2,3,1.0
