gene_index,gene_name,predicted_state,confidence
150,Exoc3,2.0,1.0
151,Ext1,2.0,1.0
152,Extl3,2.0,1.0
153,F2r,2.0,1.0
154,Faf1,2.0,1.0
155,Faf2,2.0,1.0
156,Fam114a1,2.0,1.0
157,Fam198b,2.0,1.0
158,Fam32a,2.0,1.0
159,Fam3c,2.0,1.0
160,Farp1,2.0,1.0
161,Farsa,2.0,1.0
162,Farsb,2.0,1.0
163,Fblim1,2.0,1.0
164,Fdps,2.0,1.0
165,Fech,2.0,1.0
166,Fez2,2.0,1.0
167,Fgfr1,2.0,1.0
168,Fgfr1op2,2.0,1.0
169,Fh1,2.0,1.0
170,Fhl2,2.0,1.0
171,Fibp,2.0,1.0
172,Fkbp11,2.0,1.0
173,Fkbp4,2.0,1.0
174,Fkbp7,2.0,1.0
175,Fkbp8,2.0,1.0
176,Flnc,2.0,1.0
177,Flot2,2.0,1.0
178,Fndc3b,2.0,1.0
179,Fnta,2.0,1.0
180,Foxp1,2.0,1.0
181,Fubp1,2.0,1.0
182,Gaa,2.0,1.0
183,Galnt1,2.0,1.0
184,Ganab,2.0,1.0
185,Gatad2a,2.0,1.0
186,Gba,2.0,1.0
187,Gcsh,2.0,1.0
188,Get4,2.0,1.0
189,Gfm1,2.0,1.0
190,Ggnbp2,3.0,1.0
191,Gipc1,2.0,1.0
192,Glb1,2.0,1.0
193,Glrx2,2.0,1.0
194,Glt25d1,2.0,1.0
195,Glud1,2.0,1.0
196,Gm14005,3.0,1.0
197,Gmppa,2.0,1.0
198,Gna11,2.0,1.0
199,Gnai3,2.0,1.0
200,Gnb2,2.0,1.0
201,Gng11,2.0,1.0
202,Gnl2,2.0,1.0
203,Golm1,2.0,1.0
204,Golt1b,2.0,1.0
205,Got1,2.0,1.0
206,Got2,2.0,1.0
207,Gpx7,2.0,1.0
208,Gtf2h1,2.0,1.0
209,Gtf2i,2.0,1.0
210,Gtf3c6,2.0,1.0
211,Guk1,2.0,1.0
212,Hadha,2.0,1.0
213,Hars,2.0,1.0
214,Hdac2,2.0,1.0
215,Hexa,2.0,1.0
216,Hibadh,2.0,1.0
217,Higd2a,2.0,1.0
218,Hk1,2.0,1.0
219,Hnrnpa0,2.0,1.0
220,Hnrnpl,2.0,1.0
221,Hsp90aa1,2.0,1.0
222,Hspb8,2.0,1.0
223,Hsph1,2.0,1.0
224,Htra2,2.0,1.0
225,Iars,2.0,1.0
226,Ict1,2.0,1.0
227,Idh3b,2.0,1.0
228,Ik,2.0,1.0
229,Ikbip,2.0,1.0
230,Inpp5a,2.0,1.0
231,Ipo5,2.0,1.0
232,Ipo9,2.0,1.0
233,Isca2,2.0,1.0
234,Itgb1bp1,2.0,1.0
235,Itgb5,2.0,1.0
236,Itpripl2,2.0,1.0
237,Jagn1,2.0,1.0
238,Jkamp,2.0,1.0
239,Jtb,2.0,1.0
240,Kank2,2.0,1.0
241,Kctd5,2.0,1.0
242,Kdelr1,2.0,1.0
243,Kif1b,2.0,1.0
244,Klc1,2.0,1.0
245,Klhdc2,2.0,1.0
246,Klhl26,2.0,1.0
247,Ktn1,2.0,1.0
248,Lamb1,2.0,1.0
249,Lamc1,2.0,1.0
250,Lap3,2.0,1.0
251,Lats2,2.0,1.0
252,Lepre1,2.0,1.0
253,Leprot,2.0,1.0
254,Lipa,3.0,1.0
255,Lrp10,2.0,1.0
256,Lsm6,2.0,1.0
257,Ltbr,2.0,1.0
258,Ly6e,2.0,1.0
259,M6pr,2.0,1.0
260,Mak16,2.0,1.0
261,Man1a2,2.0,1.0
262,Man2b1,2.0,1.0
263,Map1lc3a,2.0,1.0
264,Map2k3,2.0,1.0
265,Map4k4,2.0,1.0
266,Mapkapk2,2.0,1.0
267,Mapre2,2.0,1.0
268,Mbd2,2.0,1.0
269,Me2,2.0,1.0
270,Med15,2.0,1.0
271,Med21,2.0,1.0
272,Memo1,2.0,1.0
273,Mesdc2,2.0,1.0
274,Mff,2.0,1.0
275,Mfsd5,2.0,1.0
276,Mgat1,2.0,1.0
277,Mmadhc,2.0,1.0
278,Mrpl10,2.0,1.0
279,Mrpl14,2.0,1.0
280,Mrpl15,2.0,1.0
281,Mrpl3,2.0,1.0
282,Mrpl36,2.0,1.0
283,Mrpl39,2.0,1.0
284,Mrpl4,2.0,1.0
285,Mrpl41,2.0,1.0
286,Mrpl43,2.0,1.0
287,Mrpl45,2.0,1.0
288,Mrps11,2.0,1.0
289,Mrps12,2.0,1.0
290,Mrps15,2.0,1.0
291,Mrps18a,2.0,1.0
292,Mrps18b,2.0,1.0
293,Mrps18c,2.0,1.0
294,Mrps22,2.0,1.0
295,Mrps24,2.0,1.0
296,Mthfd1,2.0,1.0
297,Myof,2.0,1.0
298,N6amt2,2.0,1.0
299,Naa50,2.0,1.0
300,Nadk,2.0,1.0
301,Nae1,2.0,1.0
302,Nans,2.0,1.0
303,Nap1l4,2.0,1.0
304,Ncstn,2.0,1.0
305,Ndel1,2.0,1.0
306,Ndfip2,2.0,1.0
307,Ndufaf4,2.0,1.0
308,Ndufb3,2.0,1.0
309,Ndufs1,2.0,1.0
310,Ndufv1,2.0,1.0
311,Necap2,2.0,1.0
312,Nemf,2.0,1.0
313,Nenf,2.0,1.0
314,Nfe2l2,2.0,1.0
315,Nfu1,2.0,1.0
316,Nhp2,2.0,1.0
317,Nip7,2.0,1.0
318,Nmt1,2.0,1.0
319,Nnmt,2.0,1.0
320,Nolc1,2.0,1.0
321,Nomo1,2.0,1.0
322,Nop2,2.0,1.0
323,Npdc1,2.0,1.0
324,Npepps,2.0,1.0
325,Npm3,2.0,1.0
326,Nr1h2,2.0,1.0
327,Nrbp1,2.0,1.0
328,Nsun2,2.0,1.0
329,Nubp1,2.0,1.0
330,Nudcd2,2.0,1.0
331,Nus1,2.0,1.0
332,Ogdh,2.0,1.0
333,Os9,3.0,1.0
334,Oxct1,2.0,1.0
335,Paics,2.0,1.0
336,Papola,2.0,1.0
337,Parl,2.0,1.0
338,Parp3,2.0,1.0
339,Pbrm1,2.0,1.0
340,Pde4dip,2.0,1.0
341,Pfdn2,2.0,1.0
342,Phax,2.0,1.0
343,Picalm,2.0,1.0
344,Pigk,2.0,1.0
345,Pigs,2.0,1.0
346,Pigyl,2.0,1.0
347,Pitpnc1,2.0,1.0
348,Pja2,2.0,1.0
349,Plaa,2.0,1.0
350,Plin2,2.0,1.0
351,Plscr3,2.0,1.0
352,Pmp22,2.0,1.0
353,Pmpca,2.0,1.0
354,Pnn,2.0,1.0
355,Pno1,2.0,1.0
356,Pnp,2.0,1.0
357,Pofut2,2.0,1.0
358,Polr1c,2.0,1.0
359,Pomgnt1,2.0,1.0
360,Pop7,2.0,1.0
361,Por,2.0,1.0
362,Pphln1,2.0,1.0
363,Ppp1cb,2.0,1.0
364,Ppp2r1a,2.0,1.0
365,Ppp2r4,2.0,1.0
366,Ppp2r5c,2.0,1.0
367,Prdx3,2.0,1.0
368,Prelid1,2.0,1.0
369,Prep,2.0,1.0
370,Prkag1,2.0,1.0
371,Pros1,2.0,1.0
372,Prpsap1,2.0,1.0
373,Prrx2,2.0,1.0
374,Psmc1,2.0,1.0
375,Psmc5,2.0,1.0
376,Psmc6,2.0,1.0
377,Psmd12,2.0,1.0
378,Psmd13,2.0,1.0
379,Psme3,2.0,1.0
380,Psmg2,2.0,1.0
381,Ptms,2.0,1.0
382,Ptov1,2.0,1.0
383,Ptpn11,2.0,1.0
384,Ptpra,2.0,1.0
385,Ptrh2,2.0,1.0
386,Pvrl2,2.0,1.0
387,Pxdn,2.0,1.0
388,Rab34,2.0,1.0
389,Rab5c,2.0,1.0
390,Rab8b,2.0,1.0
391,Rabggtb,2.0,1.0
392,Rad23b,2.0,1.0
393,Rala,2.0,1.0
394,Ralb,2.0,1.0
395,Rars,2.0,1.0
396,Rb1cc1,2.0,1.0
397,Rbbp4,2.0,1.0
398,Rbm17,2.0,1.0
399,Rbm18,2.0,1.0
400,Rbm5,2.0,1.0
401,Rbms3,2.0,1.0
402,Rcc2,2.0,1.0
403,Rfk,2.0,1.0
404,Rgs19,2.0,1.0
405,Rhoj,2.0,1.0
406,Rnf10,2.0,1.0
407,Rnf14,2.0,1.0
408,Rnf187,2.0,1.0
409,Rnf4,2.0,1.0
410,Rnf6,2.0,1.0
411,Rnft1,2.0,1.0
412,Rock1,2.0,1.0
413,Rpl27a,2.0,1.0
414,Rpl34,2.0,1.0
415,Rps13,2.0,1.0
416,Rps19bp1,2.0,1.0
417,Rras,2.0,1.0
418,Ruvbl2,2.0,1.0
419,S100a13,2.0,1.0
420,Sac3d1,2.0,1.0
421,Sacm1l,2.0,1.0
422,Samm50,2.0,1.0
423,Sbds,2.0,1.0
424,Scfd1,2.0,1.0
425,Sdc2,2.0,1.0
426,Sdf2,2.0,1.0
427,Sec22b,2.0,1.0
428,Sec23a,2.0,1.0
429,Sel1l,2.0,1.0
430,Sf3a3,2.0,1.0
431,Sfxn1,2.0,1.0
432,Sfxn3,2.0,1.0
433,Sgpl1,2.0,1.0
434,Sgta,2.0,1.0
435,Sh3pxd2a,2.0,1.0
436,Shisa4,2.0,1.0
437,Sidt2,2.0,1.0
438,Sirt2,2.0,1.0
439,Slc25a17,2.0,1.0
440,Slc30a7,2.0,1.0
441,Slc31a1,2.0,1.0
442,Slc35b1,2.0,1.0
443,Slc39a13,2.0,1.0
444,Slc39a6,2.0,1.0
445,Slc50a1,2.0,1.0
446,Slco2a1,2.0,1.0
447,Slmo2,2.0,1.0
448,Smarca4,2.0,1.0
449,Smarcb1,2.0,1.0
450,Smarcc1,2.0,1.0
451,Smarce1,2.0,1.0
452,Smpd1,2.0,1.0
453,Smu1,2.0,1.0
454,Snap47,2.0,1.0
455,Snapin,2.0,1.0
456,Snw1,2.0,1.0
457,Snx4,2.0,1.0
458,Socs5,2.0,1.0
459,Spcs3,2.0,1.0
460,Spg20,2.0,1.0
461,Spg21,2.0,1.0
462,Srp68,2.0,1.0
463,Srsf6,2.0,1.0
464,Srsf9,2.0,1.0
465,Ssrp1,2.0,1.0
466,Sssca1,2.0,1.0
467,Steap1,2.0,1.0
468,Stk16,2.0,1.0
469,Stoml2,2.0,1.0
470,Strap,2.0,1.0
471,Stx12,2.0,1.0
472,Sucla2,2.0,1.0
473,Suclg1,2.0,1.0
474,Sumf1,2.0,1.0
475,Syf2,2.0,1.0
476,Sypl,2.0,1.0
477,Tank,2.0,1.0
478,Taok1,2.0,1.0
479,Tardbp,2.0,1.0
480,Tcf25,2.0,1.0
481,Tcn2,2.0,1.0
482,Tead1,2.0,1.0
483,Tgoln1,2.0,1.0
484,Thoc7,2.0,1.0
485,Timm22,2.0,1.0
486,Timm50,2.0,1.0
487,Tiprl,2.0,1.0
488,Tm2d1,2.0,1.0
489,Tm9sf4,2.0,1.0
490,Tmbim1,2.0,1.0
491,Tmed1,2.0,1.0
492,Tmed4,2.0,1.0
493,Tmed5,2.0,1.0
494,Tmed7,2.0,1.0
495,Tmem109,2.0,1.0
496,Tmem120a,2.0,1.0
497,Tmem134,2.0,1.0
498,Tmem165,2.0,1.0
499,Tmem208,2.0,1.0
500,Tmem223,2.0,1.0
501,Tmem33,2.0,1.0
502,Tmem43,2.0,1.0
503,Tmem5,2.0,1.0
504,Tmem55b,2.0,1.0
505,Tmem70,2.0,1.0
506,Tmem9,2.0,1.0
507,Tmx1,2.0,1.0
508,Tnpo3,2.0,1.0
509,Tns3,2.0,1.0
510,Tomm22,2.0,1.0
511,Tomm70a,2.0,1.0
512,Tpd52l2,2.0,1.0
513,Tprgl,2.0,1.0
514,Tpst2,2.0,1.0
515,Trap1,2.0,1.0
516,Trappc3,2.0,1.0
517,Trappc6b,2.0,1.0
518,Trim3,2.0,1.0
519,Trim35,2.0,1.0
520,Trip6,2.0,1.0
521,Trpc4ap,2.0,1.0
522,Trrap,2.0,1.0
523,Tsc22d4,2.0,1.0
524,Tsg101,2.0,1.0
525,Tsta3,2.0,1.0
526,Ttc28,2.0,1.0
527,Ttc39b,2.0,1.0
528,Txndc15,2.0,1.0
529,Uba2,2.0,1.0
530,Ube2f,2.0,1.0
531,Ube2j1,2.0,1.0
532,Ube2w,2.0,1.0
533,Ubxn1,2.0,1.0
534,Ubxn4,2.0,1.0
535,Uchl3,2.0,1.0
536,Ufc1,2.0,1.0
537,Ufd1l,2.0,1.0
538,Ufsp2,2.0,1.0
539,Uggt1,2.0,1.0
540,Uqcrc2,2.0,1.0
541,Usp16,2.0,1.0
542,Usp47,,1.0
543,Utrn,2.0,1.0
544,Vamp3,2.0,1.0
545,Vdac1,2.0,1.0
546,Vdac2,2.0,1.0
547,Vgll3,2.0,1.0
548,Vps25,2.0,1.0
549,Vps26a,2.0,1.0
550,Vps35,2.0,1.0
551,Vps36,2.0,1.0
552,Wbp2,2.0,1.0
553,Wdr43,3.0,1.0
554,Wdr77,2.0,1.0
555,Wisp1,2.0,1.0
556,Wls,2.0,1.0
557,Wsb2,2.0,1.0
558,Xbp1,2.0,1.0
559,Xpnpep1,2.0,1.0
560,Yap1,2.0,1.0
561,Yars,2.0,1.0
562,Yipf5,2.0,1.0
563,Ykt6,2.0,1.0
564,Yme1l1,2.0,1.0
565,Ypel5,2.0,1.0
566,Zc3h11a,2.0,1.0
567,Zc3h15,2.0,1.0
568,Zcchc17,3.0,1.0
569,Zdhhc20,2.0,1.0
570,Zfyve21,2.0,1.0
571,Zmpste24,2.0,1.0
572,Znhit1,2.0,1.0
573,l7Rn6,2.0,1.0
