gene_index,gene_name,predicted_state,confidence
62,Cox8a,2.0,1.0
63,Crlf1,3.0,1.0
64,Cryab,2.0,1.0
65,Csrp1,2.0,1.0
66,Cst3,3.0,1.0
67,Cstb,2.0,1.0
68,Ctsa,2.0,1.0
69,Ctsz,2.0,1.0
70,Cyba,2.0,1.0
71,Dad1,3.0,1.0
72,Dbi,2.0,1.0
73,Ddost,2.0,1.0
74,Dynll2,3.0,1.0
75,Dynlrb1,3.0,1.0
76,Eef1d,2.0,1.0
77,Eif3a,,1.0
78,Eif3c,3.0,1.0
79,Eif3d,2.0,1.0
80,Eif3g,2.0,1.0
81,Eif3k,3.0,1.0
82,Eif4ebp1,3.0,1.0
83,Eif4h,2.0,1.0
84,Eif6,2.0,1.0
85,Emp3,3.0,1.0
86,Esd,2.0,1.0
87,Etfb,2.0,1.0
88,Fam162a,2.0,1.0
89,Fbln5,2.0,1.0
90,Fermt2,3.0,1.0
91,Fkbp10,2.0,1.0
92,Fkbp1a,2.0,1.0
93,Fkbp3,2.0,1.0
94,Flnb,2.0,1.0
95,Fscn1,3.0,1.0
96,Fstl1,3.0,1.0
97,G3bp2,,1.0
98,Gas5,2.0,1.0
99,Ghitm,2.0,1.0
100,Glipr2,2.0,1.0
101,Gnai2,2.0,1.0
102,Gnas,2.0,1.0
103,Gnb2l1,3.0,1.0
104,Gng10,2.0,1.0
105,Gng12,3.0,1.0
106,Gpx8,2.0,1.0
107,Grem2,2.0,1.0
108,Gsto1,3.0,1.0
109,H13,3.0,1.0
110,H3f3b,3.0,1.0
111,Hdlbp,2.0,1.0
112,Hint1,2.0,1.0
113,Hnrnpab,2.0,1.0
114,Hspe1,2.0,1.0
115,Id3,2.0,1.0
116,Itga5,3.0,1.0
117,Itgb1,3.0,1.0
118,Itm2c,3.0,1.0
119,Jak1,,1.0
120,Kpnb1,3.0,1.0
121,Lamp1,3.0,1.0
122,Lamtor2,2.0,1.0
123,Lasp1,3.0,1.0
124,Lgals3bp,3.0,1.0
125,Lima1,2.0,1.0
126,Lman1,2.0,1.0
127,Lman2,2.0,1.0
128,Loxl1,3.0,1.0
129,Lpp,3.0,1.0
130,Lrp1,3.0,1.0
131,Lrrc32,2.0,1.0
132,Ly6a,3.0,1.0
133,Mcfd2,2.0,1.0
134,Mdh2,2.0,1.0
135,Mlec,2.0,1.0
136,Mmp14,2.0,1.0
137,Mrpl17,2.0,1.0
138,Mrpl20,2.0,1.0
139,Mrpl33,2.0,1.0
140,Mrpl54,2.0,1.0
141,Myadm,2.0,1.0
142,Myh9,2.0,1.0
143,Myl9,2.0,1.0
144,Ndufa10,2.0,1.0
145,Ndufa12,2.0,1.0
146,Ndufa13,3.0,1.0
147,Ndufa3,2.0,1.0
148,Ndufa4,3.0,1.0
149,Ndufa5,2.0,1.0
150,Ndufa8,3.0,1.0
151,Ndufb10,2.0,1.0
152,Ndufb6,3.0,1.0
153,Ndufb8,2.0,1.0
154,Ndufc1,2.0,1.0
155,Ndufv3,2.0,1.0
156,Nedd4,3.0,1.0
157,Nedd8,3.0,1.0
158,Nme1,3.0,1.0
159,Nme2,2.0,1.0
160,Npc2,2.0,1.0
161,Nucb1,2.0,1.0
162,Oat,2.0,1.0
163,Ostc,2.0,1.0
164,Ostf1,2.0,1.0
165,Park7,3.0,1.0
166,Pcolce,2.0,1.0
167,Pdcd5,2.0,1.0
168,Pdcd6,2.0,1.0
169,Pdia3,3.0,1.0
170,Pdlim7,2.0,1.0
171,Pdrg1,3.0,1.0
172,Pea15a,2.0,1.0
173,Pfdn1,3.0,1.0
174,Phlda3,3.0,1.0
175,Pmepa1,2.0,1.0
176,Pomp,2.0,1.0
177,Ppp1ca,2.0,1.0
178,Prdx6,,1.0
179,Prkar1a,3.0,1.0
180,Prmt1,2.0,1.0
181,Prnp,3.0,1.0
182,Psap,3.0,1.0
183,Psma6,2.0,1.0
184,Psma7,2.0,1.0
185,Psmb1,2.0,1.0
186,Psmb2,2.0,1.0
187,Psmb6,2.0,1.0
188,Psmc2,3.0,1.0
189,Psmc3,2.0,1.0
190,Psmd1,3.0,1.0
191,Psmd7,2.0,1.0
192,Psmd8,3.0,1.0
193,Ptgs2,3.0,1.0
194,Ptrf,2.0,1.0
195,Qsox1,2.0,1.0
196,Rac1,2.0,1.0
197,Rcn1,2.0,1.0
198,Reep5,3.0,1.0
199,Rexo2,3.0,1.0
200,Rnasek,2.0,1.0
201,Rock2,3.0,1.0
202,Rpl32,3.0,1.0
203,Rpl4,3.0,1.0
204,Rpl8,3.0,1.0
205,Rpn2,2.0,1.0
206,Rps20,3.0,1.0
207,Rps24,3.0,1.0
208,Rps27l,2.0,1.0
209,Rrbp1,3.0,1.0
210,Rrm2,2.0,1.0
211,Rsu1,2.0,1.0
212,Rtn4,3.0,1.0
213,S100a10,3.0,1.0
214,Sdha,2.0,1.0
215,Sdhb,3.0,1.0
216,Sec62,3.0,1.0
217,Selk,2.0,1.0
218,Selm,2.0,1.0
219,Serbp1,2.0,1.0
220,Serinc3,2.0,1.0
221,Serp1,2.0,1.0
222,Serpinb6a,2.0,1.0
223,Sf3b1,3.0,1.0
224,Sh3bgrl3,3.0,1.0
225,Shfm1,2.0,1.0
226,Shmt2,2.0,1.0
227,Skp1a,2.0,1.0
228,Slc25a3,2.0,1.0
229,Slc44a2,2.0,1.0
230,Snrpb,3.0,1.0
231,Snrpe,2.0,1.0
232,Son,3.0,1.0
233,Spcs1,2.0,1.0
234,Spcs2,2.0,1.0
235,Sri,2.0,1.0
236,Srp14,2.0,1.0
237,Ssr1,2.0,1.0
238,Ssr3,2.0,1.0
239,Sub1,2.0,1.0
240,Surf4,2.0,1.0
241,Tagln2,2.0,1.0
242,Tars,2.0,1.0
243,Timm13,2.0,1.0
244,Timm17a,3.0,1.0
245,Tln1,3.0,1.0
246,Tmbim6,2.0,1.0
247,Tmed3,2.0,1.0
248,Tmed9,2.0,1.0
249,Tmem147,2.0,1.0
250,Tmem59,2.0,1.0
251,Tnfrsf12a,2.0,1.0
252,Tomm6,3.0,1.0
253,Tomm7,2.0,1.0
254,Tpm4,3.0,1.0
255,Tpr,,1.0
256,Tsc22d1,2.0,1.0
257,Tspan3,2.0,1.0
258,Tspo,3.0,1.0
259,Tubb6,3.0,1.0
260,Txn2,2.0,1.0
261,Txnl4a,2.0,1.0
262,Txnrd1,2.0,1.0
263,Ugdh,3.0,1.0
264,Uqcrc1,3.0,1.0
265,Usmg5,3.0,1.0
266,Vcl,2.0,1.0
267,Vkorc1,2.0,1.0
268,Vmp1,,1.0
269,Wdr1,2.0,1.0
270,Wisp2,2.0,1.0
271,Ywhab,3.0,1.0
272,Ywhae,2.0,1.0
273,Ywhag,2.0,1.0
274,Zfp706,2.0,1.0
275,Zyx,2.0,1.0
