gene_index,gene_name,predicted_state,confidence
199,Ndufs4,2.0,1.0
200,Ndufs6,2.0,1.0
201,Ndufs8,2.0,1.0
202,Ndufv2,2.0,1.0
203,Nop58,2.0,1.0
204,Nptn,2.0,1.0
205,Ntan1,2.0,1.0
206,Oaf,2.0,1.0
207,Ociad1,2.0,1.0
208,Otub1,2.0,1.0
209,P4ha1,2.0,1.0
210,P4ha2,2.0,1.0
211,Pa2g4,3.0,1.0
212,Pafah1b2,2.0,1.0
213,Parva,3.0,1.0
214,Pcmt1,2.0,1.0
215,Pdcd6ip,2.0,1.0
216,Pdcl3,2.0,1.0
217,Pdlim1,2.0,1.0
218,Pdlim5,2.0,1.0
219,Pfdn4,2.0,1.0
220,Pgd,2.0,1.0
221,Phb2,2.0,1.0
222,Pitpna,2.0,1.0
223,Plec,2.0,1.0
224,Plod3,2.0,1.0
225,Plxnb2,2.0,1.0
226,Pole4,2.0,1.0
227,Polr1d,2.0,1.0
228,Polr2g,2.0,1.0
229,Polr2j,2.0,1.0
230,Polr3k,2.0,1.0
231,Ppfibp1,2.0,1.0
232,Ppic,2.0,1.0
233,Ppp1r11,2.0,1.0
234,Ppp2ca,3.0,1.0
235,Prkcsh,2.0,1.0
236,Prr13,2.0,1.0
237,Psma1,2.0,1.0
238,Psma2,2.0,1.0
239,Psmb4,3.0,1.0
240,Psmb7,2.0,1.0
241,Psmc4,2.0,1.0
242,Psmd14,2.0,1.0
243,Psmd3,2.0,1.0
244,Psmd5,2.0,1.0
245,Psme2,2.0,1.0
246,Ptp4a2,2.0,1.0
247,Rab1,2.0,1.0
248,Rab10,2.0,1.0
249,Rab18,2.0,1.0
250,Rab1b,2.0,1.0
251,Rab2a,2.0,1.0
252,Rab7,2.0,1.0
253,Rab8a,2.0,1.0
254,Rabac1,2.0,1.0
255,Rbm25,2.0,1.0
256,Rbm39,2.0,1.0
257,Rbms1,2.0,1.0
258,Rcn2,2.0,1.0
259,Rdx,2.0,1.0
260,Rhoa,2.0,1.0
261,Rhob,2.0,1.0
262,Ripk3,2.0,1.0
263,Rnh1,2.0,1.0
264,Rpl22,2.0,1.0
265,Rpl35,2.0,1.0
266,Rpl7l1,2.0,1.0
267,Rpn1,2.0,1.0
268,Rpp21,2.0,1.0
269,Rps21,2.0,1.0
270,Rragc,2.0,1.0
271,Rrp1,2.0,1.0
272,Rsl1d1,2.0,1.0
273,Rtn3,3.0,1.0
274,Ryk,2.0,1.0
275,Sar1a,2.0,1.0
276,Sar1b,2.0,1.0
277,Scamp3,2.0,1.0
278,Sdcbp,3.0,1.0
279,Sdf4,2.0,1.0
280,Sdhc,3.0,1.0
281,Sec31a,2.0,1.0
282,Sec61a1,2.0,1.0
283,Sec61b,2.0,1.0
284,Sec61g,2.0,1.0
285,Serinc1,2.0,1.0
286,Sf3b5,2.0,1.0
287,Sh3glb1,2.0,1.0
288,Shisa5,2.0,1.0
289,Siva1,3.0,1.0
290,Slc25a1,2.0,1.0
291,Slc38a10,2.0,1.0
292,Slc3a2,3.0,1.0
293,Slc48a1,2.0,1.0
294,Smyd2,2.0,1.0
295,Snrpa1,2.0,1.0
296,Snx3,2.0,1.0
297,Snx6,2.0,1.0
298,Sod1,3.0,1.0
299,Sorbs1,2.0,1.0
300,Spop,2.0,1.0
301,Srm,2.0,1.0
302,Srp19,2.0,1.0
303,Srp72,2.0,1.0
304,Srp9,2.0,1.0
305,Srpr,2.0,1.0
306,Srprb,2.0,1.0
307,Srsf5,2.0,1.0
308,Ssbp1,2.0,1.0
309,Ssna1,2.0,1.0
310,Ssr2,2.0,1.0
311,Ssu72,2.0,1.0
312,Stat3,2.0,1.0
313,Stip1,2.0,1.0
314,Stt3a,2.0,1.0
315,Stt3b,2.0,1.0
316,Sugt1,2.0,1.0
317,Svep1,2.0,1.0
318,Syngr2,2.0,1.0
319,Tax1bp1,2.0,1.0
320,Tbca,2.0,1.0
321,Tbrg1,2.0,1.0
322,Tceb1,2.0,1.0
323,Tecr,2.0,1.0
324,Tes,3.0,1.0
325,Tex264,2.0,1.0
326,Tgfb1i1,2.0,1.0
327,Tm2d2,2.0,1.0
328,Tm9sf2,2.0,1.0
329,Tm9sf3,2.0,1.0
330,Tmed10,2.0,1.0
331,Tmem123,2.0,1.0
332,Tmem126a,2.0,1.0
333,Tmem14c,2.0,1.0
334,Tmem167,2.0,1.0
335,Tmem30a,2.0,1.0
336,Tmem50a,2.0,1.0
337,Tmem66,2.0,1.0
338,Tnfaip1,2.0,1.0
339,Tnfrsf1a,2.0,1.0
340,Tor1aip2,2.0,1.0
341,Tram1,2.0,1.0
342,Trappc2l,2.0,1.0
343,Trp53,2.0,1.0
344,Tsn,2.0,1.0
345,Tspan31,2.0,1.0
346,Tubb2a,2.0,1.0
347,Txnl1,2.0,1.0
348,Uba3,2.0,1.0
349,Ube2k,2.0,1.0
350,Ubqln1,2.0,1.0
351,Uqcr10,2.0,1.0
352,Uqcrfs1,2.0,1.0
353,Usp14,2.0,1.0
354,Utp11l,2.0,1.0
355,Vamp8,2.0,1.0
356,Vapa,2.0,1.0
357,Vat1,2.0,1.0
358,Vps29,2.0,1.0
359,Vti1b,2.0,1.0
360,Wdr18,2.0,1.0
361,Wdr61,2.0,1.0
362,Yif1b,2.0,1.0
363,Ywhaz,2.0,1.0
364,Zmiz1,2.0,1.0
365,Zwint,2.0,1.0
